run_name,family,config_label,rank,subset_k,subset_k_tail,layer,positions,top1_agreement,top10_overlap
lora_subset_topk_r1_k768,lora_topk,LoRA top-k r1 k768,1,768,,3,131072,0.25620269775390625,0.2675193815957755
lora_subset_topk_r1_k768,lora_topk,LoRA top-k r1 k768,1,768,,4,131072,0.29669189453125,0.32958069420419633
lora_subset_topk_r1_k768,lora_topk,LoRA top-k r1 k768,1,768,,5,131072,0.3283233642578125,0.3453735411167145
lora_subset_topk_r1_k768,lora_topk,LoRA top-k r1 k768,1,768,,6,131072,0.3978118896484375,0.4167839114088565
lora_subset_topk_r1_k768,lora_topk,LoRA top-k r1 k768,1,768,,7,131072,0.45183563232421875,0.4680580177810043
lora_subset_topk_r1_k768,lora_topk,LoRA top-k r1 k768,1,768,,8,131072,0.580230712890625,0.5477432326879352
lora_subset_topk_r1_k768,lora_topk,LoRA top-k r1 k768,1,768,,9,131072,0.6439056396484375,0.6066513131372631
lora_subset_topk_r1_k768,lora_topk,LoRA top-k r1 k768,1,768,,10,131072,0.743133544921875,0.706454477738589
lora_subset_topk_r1_k768,lora_topk,LoRA top-k r1 k768,1,768,,11,131072,0.839691162109375,0.7978683663532138
lora_subset_topk_r1_k1024,lora_topk,LoRA top-k r1 k1024,1,1024,,0,131072,0.028076171875,0.03040084886015393
lora_subset_topk_r1_k1024,lora_topk,LoRA top-k r1 k1024,1,1024,,1,131072,0.24779510498046875,0.22179336927365512
lora_subset_topk_r1_k1024,lora_topk,LoRA top-k r1 k1024,1,1024,,2,131072,0.30767822265625,0.3019622857682407
lora_subset_topk_r1_k1024,lora_topk,LoRA top-k r1 k1024,1,1024,,3,131072,0.29229736328125,0.3207084678579122
lora_subset_topk_r1_k1024,lora_topk,LoRA top-k r1 k1024,1,1024,,4,131072,0.31140899658203125,0.3541282711084932
lora_subset_topk_r1_k1024,lora_topk,LoRA top-k r1 k1024,1,1024,,5,131072,0.33274078369140625,0.36491623520851135
lora_subset_topk_r1_k1024,lora_topk,LoRA top-k r1 k1024,1,1024,,6,131072,0.4010772705078125,0.42997742001898587
lora_subset_topk_r1_k1024,lora_topk,LoRA top-k r1 k1024,1,1024,,7,131072,0.457672119140625,0.47972489055246115
lora_subset_topk_r1_k1024,lora_topk,LoRA top-k r1 k1024,1,1024,,8,131072,0.5877532958984375,0.5659034759737551
lora_subset_topk_r1_k1024,lora_topk,LoRA top-k r1 k1024,1,1024,,9,131072,0.6547698974609375,0.6282005407847464
lora_subset_topk_r1_k1024,lora_topk,LoRA top-k r1 k1024,1,1024,,10,131072,0.7510986328125,0.7183334431611001
lora_subset_topk_r1_k1024,lora_topk,LoRA top-k r1 k1024,1,1024,,11,131072,0.84429931640625,0.8049781965091825
lora_subset_head_is_r1_k256_tail256,lora_head_is,LoRA head+IS r1 256+256,1,256,256,0,131072,0.14801025390625,0.31389542086981237
lora_subset_head_is_r1_k256_tail256,lora_head_is,LoRA head+IS r1 256+256,1,256,256,1,131072,0.358612060546875,0.39800873468630016
lora_subset_head_is_r1_k256_tail256,lora_head_is,LoRA head+IS r1 256+256,1,256,256,2,131072,0.34625244140625,0.40657120454125106
lora_subset_head_is_r1_k256_tail256,lora_head_is,LoRA head+IS r1 256+256,1,256,256,3,131072,0.3564910888671875,0.41279373643919826
lora_subset_head_is_r1_k256_tail256,lora_head_is,LoRA head+IS r1 256+256,1,256,256,4,131072,0.35569000244140625,0.4143028319813311
lora_subset_head_is_r1_k256_tail256,lora_head_is,LoRA head+IS r1 256+256,1,256,256,5,131072,0.37050628662109375,0.42546311067417264
lora_subset_head_is_r1_k256_tail256,lora_head_is,LoRA head+IS r1 256+256,1,256,256,6,131072,0.41381072998046875,0.44432755187153816
lora_subset_head_is_r1_k256_tail256,lora_head_is,LoRA head+IS r1 256+256,1,256,256,7,131072,0.4600372314453125,0.4810211234726012
lora_subset_head_is_r1_k256_tail256,lora_head_is,LoRA head+IS r1 256+256,1,256,256,8,131072,0.5705413818359375,0.5492393570020795
lora_subset_head_is_r1_k256_tail256,lora_head_is,LoRA head+IS r1 256+256,1,256,256,9,131072,0.6288909912109375,0.6030319309793413
lora_subset_head_is_r1_k256_tail256,lora_head_is,LoRA head+IS r1 256+256,1,256,256,10,131072,0.70684814453125,0.6667404272593558
lora_subset_head_is_r1_k256_tail256,lora_head_is,LoRA head+IS r1 256+256,1,256,256,11,131072,0.77764892578125,0.7246490572579205
lora_subset_head_is_r1_k512_tail512,lora_head_is,LoRA head+IS r1 512+512,1,512,512,0,131072,0.147918701171875,0.2884239249397069
lora_subset_head_is_r1_k512_tail512,lora_head_is,LoRA head+IS r1 512+512,1,512,512,1,131072,0.276824951171875,0.33140030736103654
lora_subset_head_is_r1_k512_tail512,lora_head_is,LoRA head+IS r1 512+512,1,512,512,2,131072,0.22121429443359375,0.3415718129836023
lora_subset_head_is_r1_k512_tail512,lora_head_is,LoRA head+IS r1 512+512,1,512,512,3,131072,0.19248199462890625,0.339440158335492
lora_subset_head_is_r1_k512_tail512,lora_head_is,LoRA head+IS r1 512+512,1,512,512,4,131072,0.16741943359375,0.3301490831654519
lora_subset_head_is_r1_k512_tail512,lora_head_is,LoRA head+IS r1 512+512,1,512,512,5,131072,0.1848907470703125,0.3402221737196669
lora_subset_head_is_r1_k512_tail512,lora_head_is,LoRA head+IS r1 512+512,1,512,512,6,131072,0.275787353515625,0.37783127441070974
lora_subset_head_is_r1_k512_tail512,lora_head_is,LoRA head+IS r1 512+512,1,512,512,7,131072,0.39386749267578125,0.4436836268287152
lora_subset_head_is_r1_k512_tail512,lora_head_is,LoRA head+IS r1 512+512,1,512,512,8,131072,0.5565414428710938,0.5355995262507349
lora_subset_head_is_r1_k512_tail512,lora_head_is,LoRA head+IS r1 512+512,1,512,512,9,131072,0.625885009765625,0.5957672144286335
lora_subset_head_is_r1_k512_tail512,lora_head_is,LoRA head+IS r1 512+512,1,512,512,10,131072,0.7170028686523438,0.6786537282168865
lora_subset_head_is_r1_k512_tail512,lora_head_is,LoRA head+IS r1 512+512,1,512,512,11,131072,0.7930679321289062,0.7428627172484994
lora_subset_head_is_r1_k512_tail1024,lora_head_is,LoRA head+IS r1 512+1024,1,512,1024,0,131072,0.1478729248046875,0.3251548815751448
lora_subset_head_is_r1_k512_tail1024,lora_head_is,LoRA head+IS r1 512+1024,1,512,1024,1,131072,0.375335693359375,0.4065376331564039
lora_subset_head_is_r1_k512_tail1024,lora_head_is,LoRA head+IS r1 512+1024,1,512,1024,2,131072,0.38925933837890625,0.41780319693498313
lora_subset_head_is_r1_k512_tail1024,lora_head_is,LoRA head+IS r1 512+1024,1,512,1024,3,131072,0.33746337890625,0.4139343313872814
lora_subset_head_is_r1_k512_tail1024,lora_head_is,LoRA head+IS r1 512+1024,1,512,1024,4,131072,0.337432861328125,0.4149856606964022
lora_subset_head_is_r1_k512_tail1024,lora_head_is,LoRA head+IS r1 512+1024,1,512,1024,5,131072,0.3438720703125,0.4255127003416419
lora_subset_head_is_r1_k512_tail1024,lora_head_is,LoRA head+IS r1 512+1024,1,512,1024,6,131072,0.4025421142578125,0.4453643881715834
lora_subset_head_is_r1_k512_tail1024,lora_head_is,LoRA head+IS r1 512+1024,1,512,1024,7,131072,0.44988250732421875,0.483322914224118
lora_subset_head_is_r1_k512_tail1024,lora_head_is,LoRA head+IS r1 512+1024,1,512,1024,8,131072,0.5759048461914062,0.5569274956360459
lora_subset_head_is_r1_k512_tail1024,lora_head_is,LoRA head+IS r1 512+1024,1,512,1024,9,131072,0.634521484375,0.6115226834081113
lora_subset_head_is_r1_k512_tail1024,lora_head_is,LoRA head+IS r1 512+1024,1,512,1024,10,131072,0.7229766845703125,0.6857292256318033
lora_subset_head_is_r1_k512_tail1024,lora_head_is,LoRA head+IS r1 512+1024,1,512,1024,11,131072,0.7983779907226562,0.7503914064727724
lora_subset_head_is_r1_k768_tail768,lora_head_is,LoRA head+IS r1 768+768,1,768,768,0,131072,0.14458465576171875,0.3239051862619817
lora_subset_head_is_r1_k768_tail768,lora_head_is,LoRA head+IS r1 768+768,1,768,768,1,131072,0.37097930908203125,0.4100143485702574
lora_subset_head_is_r1_k768_tail768,lora_head_is,LoRA head+IS r1 768+768,1,768,768,2,131072,0.3719329833984375,0.41498718736693263
lora_subset_head_is_r1_k768_tail768,lora_head_is,LoRA head+IS r1 768+768,1,768,768,3,131072,0.36830902099609375,0.41954422486014664
lora_subset_head_is_r1_k768_tail768,lora_head_is,LoRA head+IS r1 768+768,1,768,768,4,131072,0.36810302734375,0.41995316254906356
lora_subset_head_is_r1_k768_tail768,lora_head_is,LoRA head+IS r1 768+768,1,768,768,5,131072,0.379669189453125,0.43061905400827527
lora_subset_head_is_r1_k768_tail768,lora_head_is,LoRA head+IS r1 768+768,1,768,768,6,131072,0.42754364013671875,0.45605774386785924
lora_subset_head_is_r1_k768_tail768,lora_head_is,LoRA head+IS r1 768+768,1,768,768,7,131072,0.47141265869140625,0.49372406816110015
lora_subset_head_is_r1_k768_tail768,lora_head_is,LoRA head+IS r1 768+768,1,768,768,8,131072,0.58612060546875,0.5644264288712293
lora_subset_head_is_r1_k768_tail768,lora_head_is,LoRA head+IS r1 768+768,1,768,768,9,131072,0.6469879150390625,0.6199928349815309
lora_subset_head_is_r1_k768_tail768,lora_head_is,LoRA head+IS r1 768+768,1,768,768,10,131072,0.7276382446289062,0.6901260484009981
lora_subset_head_is_r1_k768_tail768,lora_head_is,LoRA head+IS r1 768+768,1,768,768,11,131072,0.8007965087890625,0.7511917264200747
lora_subset_head_is_r1_k1024_tail512,lora_head_is,LoRA head+IS r1 1024+512,1,1024,512,0,131072,0.14239501953125,0.3261619621189311
lora_subset_head_is_r1_k1024_tail512,lora_head_is,LoRA head+IS r1 1024+512,1,1024,512,1,131072,0.3654022216796875,0.40602036006748676
lora_subset_head_is_r1_k1024_tail512,lora_head_is,LoRA head+IS r1 1024+512,1,1024,512,2,131072,0.3681793212890625,0.41317215468734503
lora_subset_head_is_r1_k1024_tail512,lora_head_is,LoRA head+IS r1 1024+512,1,1024,512,3,131072,0.36911773681640625,0.4188797059468925
lora_subset_head_is_r1_k1024_tail512,lora_head_is,LoRA head+IS r1 1024+512,1,1024,512,4,131072,0.3687744140625,0.4213623101823032
lora_subset_head_is_r1_k1024_tail512,lora_head_is,LoRA head+IS r1 1024+512,1,1024,512,5,131072,0.3806610107421875,0.4315048260614276
lora_subset_head_is_r1_k1024_tail512,lora_head_is,LoRA head+IS r1 1024+512,1,1024,512,6,131072,0.42580413818359375,0.45450821542181075
lora_subset_head_is_r1_k1024_tail512,lora_head_is,LoRA head+IS r1 1024+512,1,1024,512,7,131072,0.4685516357421875,0.49436493357643485
lora_subset_head_is_r1_k1024_tail512,lora_head_is,LoRA head+IS r1 1024+512,1,1024,512,8,131072,0.5881271362304688,0.5655281143262982
lora_subset_head_is_r1_k1024_tail512,lora_head_is,LoRA head+IS r1 1024+512,1,1024,512,9,131072,0.6477737426757812,0.6201683115214109
lora_subset_head_is_r1_k1024_tail512,lora_head_is,LoRA head+IS r1 1024+512,1,1024,512,10,131072,0.7312774658203125,0.6942619443871081
lora_subset_head_is_r1_k1024_tail512,lora_head_is,LoRA head+IS r1 1024+512,1,1024,512,11,131072,0.805328369140625,0.7577537703327835
lora_subset_head_is_r1_k1024_tail1024,lora_head_is,LoRA head+IS r1 1024+1024,1,1024,1024,0,131072,0.14842987060546875,0.32194748520851135
lora_subset_head_is_r1_k1024_tail1024,lora_head_is,LoRA head+IS r1 1024+1024,1,1024,1024,1,131072,0.37066650390625,0.4083229126408696
lora_subset_head_is_r1_k1024_tail1024,lora_head_is,LoRA head+IS r1 1024+1024,1,1024,1024,2,131072,0.3498687744140625,0.41175995650701225
lora_subset_head_is_r1_k1024_tail1024,lora_head_is,LoRA head+IS r1 1024+1024,1,1024,1024,3,131072,0.35968780517578125,0.41640320187434554
lora_subset_head_is_r1_k1024_tail1024,lora_head_is,LoRA head+IS r1 1024+1024,1,1024,1024,4,131072,0.35858917236328125,0.419179541291669
lora_subset_head_is_r1_k1024_tail1024,lora_head_is,LoRA head+IS r1 1024+1024,1,1024,1024,5,131072,0.373504638671875,0.4294044564012438
lora_subset_head_is_r1_k1024_tail1024,lora_head_is,LoRA head+IS r1 1024+1024,1,1024,1024,6,131072,0.425140380859375,0.454361729323864
lora_subset_head_is_r1_k1024_tail1024,lora_head_is,LoRA head+IS r1 1024+1024,1,1024,1024,7,131072,0.4695892333984375,0.4938026531599462
lora_subset_head_is_r1_k1024_tail1024,lora_head_is,LoRA head+IS r1 1024+1024,1,1024,1024,8,131072,0.58587646484375,0.5658470210619271
lora_subset_head_is_r1_k1024_tail1024,lora_head_is,LoRA head+IS r1 1024+1024,1,1024,1024,9,131072,0.646728515625,0.6216217135079205
lora_subset_head_is_r1_k1024_tail1024,lora_head_is,LoRA head+IS r1 1024+1024,1,1024,1024,10,131072,0.7306671142578125,0.6942978017032146
lora_subset_head_is_r1_k1024_tail1024,lora_head_is,LoRA head+IS r1 1024+1024,1,1024,1024,11,131072,0.8089981079101562,0.7629043706692755
lora_kl_r4,lora_full,LoRA full-KL r4,4,,,0,131072,0.32129669189453125,0.41593781067058444
lora_kl_r4,lora_full,LoRA full-KL r4,4,,,1,131072,0.41736602783203125,0.47006378578953445
lora_kl_r4,lora_full,LoRA full-KL r4,4,,,2,131072,0.42420196533203125,0.4744476384948939
lora_kl_r4,lora_full,LoRA full-KL r4,4,,,3,131072,0.42494964599609375,0.48181152692995965
lora_kl_r4,lora_full,LoRA full-KL r4,4,,,4,131072,0.41967010498046875,0.47984467120841146
lora_kl_r4,lora_full,LoRA full-KL r4,4,,,5,131072,0.4430694580078125,0.4910446230787784
lora_kl_r4,lora_full,LoRA full-KL r4,4,,,6,131072,0.47845458984375,0.5045715372543782
lora_kl_r4,lora_full,LoRA full-KL r4,4,,,7,131072,0.5235443115234375,0.533419809769839
lora_kl_r4,lora_full,LoRA full-KL r4,4,,,8,131072,0.6386642456054688,0.6046753013506532
lora_kl_r4,lora_full,LoRA full-KL r4,4,,,9,131072,0.6957778930664062,0.6604118435643613
lora_kl_r4,lora_full,LoRA full-KL r4,4,,,10,131072,0.7772369384765625,0.7472656350582838
lora_kl_r4,lora_full,LoRA full-KL r4,4,,,11,131072,0.8534698486328125,0.8205826003104448
lora_subset_topk_r4_k256,lora_topk,LoRA top-k r4 k256,4,256,,0,131072,0.00016021728515625,0.004164123619830207
lora_subset_topk_r4_k256,lora_topk,LoRA top-k r4 k256,4,256,,1,131072,0.202423095703125,0.234164432506077
lora_subset_topk_r4_k256,lora_topk,LoRA top-k r4 k256,4,256,,2,131072,0.3123779296875,0.3043952996376902
lora_subset_topk_r4_k256,lora_topk,LoRA top-k r4 k256,4,256,,3,131072,0.3465576171875,0.3329483079724014
lora_subset_topk_r4_k256,lora_topk,LoRA top-k r4 k256,4,256,,4,131072,0.38265228271484375,0.3861282404977828
lora_subset_topk_r4_k256,lora_topk,LoRA top-k r4 k256,4,256,,5,131072,0.38320159912109375,0.38263245136477053
lora_subset_topk_r4_k256,lora_topk,LoRA top-k r4 k256,4,256,,6,131072,0.45215606689453125,0.4404167262837291
lora_subset_topk_r4_k256,lora_topk,LoRA top-k r4 k256,4,256,,7,131072,0.5085372924804688,0.48754197102971375
lora_subset_topk_r4_k256,lora_topk,LoRA top-k r4 k256,4,256,,8,131072,0.6300888061523438,0.5784202627837658
lora_subset_topk_r4_k256,lora_topk,LoRA top-k r4 k256,4,256,,9,131072,0.6890640258789062,0.6401229947805405
lora_subset_topk_r4_k256,lora_topk,LoRA top-k r4 k256,4,256,,10,131072,0.777374267578125,0.7381500387564301
lora_subset_topk_r4_k256,lora_topk,LoRA top-k r4 k256,4,256,,11,131072,0.8525390625,0.8141349968500435
lora_subset_topk_r4_k512,lora_topk,LoRA top-k r4 k512,4,512,,0,131072,1.52587890625e-05,0.0016654968563898365
lora_subset_topk_r4_k512,lora_topk,LoRA top-k r4 k512,4,512,,1,131072,0.32556915283203125,0.3342323359102011
lora_subset_topk_r4_k512,lora_topk,LoRA top-k r4 k512,4,512,,2,131072,0.3618621826171875,0.3598281911108643
lora_subset_topk_r4_k512,lora_topk,LoRA top-k r4 k512,4,512,,3,131072,0.39131927490234375,0.39075012831017375
lora_subset_topk_r4_k512,lora_topk,LoRA top-k r4 k512,4,512,,4,131072,0.4099884033203125,0.42405930161476135
lora_subset_topk_r4_k512,lora_topk,LoRA top-k r4 k512,4,512,,5,131072,0.4105682373046875,0.4209434555377811
lora_subset_topk_r4_k512,lora_topk,LoRA top-k r4 k512,4,512,,6,131072,0.4691619873046875,0.4612426827661693
lora_subset_topk_r4_k512,lora_topk,LoRA top-k r4 k512,4,512,,7,131072,0.5228347778320312,0.5081573559436947
lora_subset_topk_r4_k512,lora_topk,LoRA top-k r4 k512,4,512,,8,131072,0.6406021118164062,0.5931198187172413
lora_subset_topk_r4_k512,lora_topk,LoRA top-k r4 k512,4,512,,9,131072,0.6982192993164062,0.6545906183309853
lora_subset_topk_r4_k512,lora_topk,LoRA top-k r4 k512,4,512,,10,131072,0.7835922241210938,0.7458076626062393
lora_subset_topk_r4_k512,lora_topk,LoRA top-k r4 k512,4,512,,11,131072,0.8563690185546875,0.8206939902156591
lora_subset_topk_r4_k768,lora_topk,LoRA top-k r4 k768,4,768,,0,131072,3.814697265625e-05,0.01094055193971144
lora_subset_topk_r4_k768,lora_topk,LoRA top-k r4 k768,4,768,,1,131072,0.34276580810546875,0.36041718057822436
lora_subset_topk_r4_k768,lora_topk,LoRA top-k r4 k768,4,768,,2,131072,0.3961181640625,0.39493179926648736
lora_subset_topk_r4_k768,lora_topk,LoRA top-k r4 k768,4,768,,3,131072,0.41089630126953125,0.428223425289616
lora_subset_topk_r4_k768,lora_topk,LoRA top-k r4 k768,4,768,,4,131072,0.4129791259765625,0.44423065916635096
lora_subset_topk_r4_k768,lora_topk,LoRA top-k r4 k768,4,768,,5,131072,0.41757965087890625,0.44299469352699816
lora_subset_topk_r4_k768,lora_topk,LoRA top-k r4 k768,4,768,,6,131072,0.47212982177734375,0.4761413652449846
lora_subset_topk_r4_k768,lora_topk,LoRA top-k r4 k768,4,768,,7,131072,0.5211105346679688,0.5147552543785423
lora_subset_topk_r4_k768,lora_topk,LoRA top-k r4 k768,4,768,,8,131072,0.6381149291992188,0.5949569758959115
lora_subset_topk_r4_k768,lora_topk,LoRA top-k r4 k768,4,768,,9,131072,0.6964874267578125,0.6537948725745082
lora_subset_topk_r4_k768,lora_topk,LoRA top-k r4 k768,4,768,,10,131072,0.7815628051757812,0.7439163331873715
lora_subset_topk_r4_k768,lora_topk,LoRA top-k r4 k768,4,768,,11,131072,0.8567581176757812,0.8186264238320291
lora_subset_topk_r4_k1024,lora_topk,LoRA top-k r4 k1024,4,1024,,0,131072,0.00093841552734375,0.027507782499014866
lora_subset_topk_r4_k1024,lora_topk,LoRA top-k r4 k1024,4,1024,,1,131072,0.3634796142578125,0.38946915639098734
lora_subset_topk_r4_k1024,lora_topk,LoRA top-k r4 k1024,4,1024,,2,131072,0.40651702880859375,0.4138526963070035
lora_subset_topk_r4_k1024,lora_topk,LoRA top-k r4 k1024,4,1024,,3,131072,0.40981292724609375,0.43122254172340035
lora_subset_topk_r4_k1024,lora_topk,LoRA top-k r4 k1024,4,1024,,4,131072,0.41776275634765625,0.4548561149276793
lora_subset_topk_r4_k1024,lora_topk,LoRA top-k r4 k1024,4,1024,,5,131072,0.427764892578125,0.46201096032746136
lora_subset_topk_r4_k1024,lora_topk,LoRA top-k r4 k1024,4,1024,,6,131072,0.4781494140625,0.48368301894515753
lora_subset_topk_r4_k1024,lora_topk,LoRA top-k r4 k1024,4,1024,,7,131072,0.5273361206054688,0.5191825907677412
lora_subset_topk_r4_k1024,lora_topk,LoRA top-k r4 k1024,4,1024,,8,131072,0.6424484252929688,0.6006935206241906
lora_subset_topk_r4_k1024,lora_topk,LoRA top-k r4 k1024,4,1024,,9,131072,0.7002029418945312,0.6592292883433402
lora_subset_topk_r4_k1024,lora_topk,LoRA top-k r4 k1024,4,1024,,10,131072,0.7834091186523438,0.7483497764915228
lora_subset_topk_r4_k1024,lora_topk,LoRA top-k r4 k1024,4,1024,,11,131072,0.8566665649414062,0.8217392168007791
lora_subset_head_is_r4_k256_tail256,lora_head_is,LoRA head+IS r4 256+256,4,256,256,0,131072,0.351959228515625,0.46258469100575894
lora_subset_head_is_r4_k256_tail256,lora_head_is,LoRA head+IS r4 256+256,4,256,256,1,131072,0.42501068115234375,0.46890488266944885
lora_subset_head_is_r4_k256_tail256,lora_head_is,LoRA head+IS r4 256+256,4,256,256,2,131072,0.42901611328125,0.46951370825991035
lora_subset_head_is_r4_k256_tail256,lora_head_is,LoRA head+IS r4 256+256,4,256,256,3,131072,0.4166412353515625,0.47316818754188716
lora_subset_head_is_r4_k256_tail256,lora_head_is,LoRA head+IS r4 256+256,4,256,256,4,131072,0.4206390380859375,0.46748963091522455
lora_subset_head_is_r4_k256_tail256,lora_head_is,LoRA head+IS r4 256+256,4,256,256,5,131072,0.4300537109375,0.47808304568752646
lora_subset_head_is_r4_k256_tail256,lora_head_is,LoRA head+IS r4 256+256,4,256,256,6,131072,0.46779632568359375,0.49085617647506297
lora_subset_head_is_r4_k256_tail256,lora_head_is,LoRA head+IS r4 256+256,4,256,256,7,131072,0.509490966796875,0.5148361308965832
lora_subset_head_is_r4_k256_tail256,lora_head_is,LoRA head+IS r4 256+256,4,256,256,8,131072,0.604339599609375,0.5701233013533056
lora_subset_head_is_r4_k256_tail256,lora_head_is,LoRA head+IS r4 256+256,4,256,256,9,131072,0.6531524658203125,0.6176368738524616
lora_subset_head_is_r4_k256_tail256,lora_head_is,LoRA head+IS r4 256+256,4,256,256,10,131072,0.7211532592773438,0.6805244572460651
lora_subset_head_is_r4_k256_tail256,lora_head_is,LoRA head+IS r4 256+256,4,256,256,11,131072,0.775665283203125,0.7254898184910417
lora_subset_head_is_r4_k512_tail512,lora_head_is,LoRA head+IS r4 512+512,4,512,512,0,131072,0.36487579345703125,0.4704032924491912
lora_subset_head_is_r4_k512_tail512,lora_head_is,LoRA head+IS r4 512+512,4,512,512,1,131072,0.4301300048828125,0.47617188189178705
lora_subset_head_is_r4_k512_tail512,lora_head_is,LoRA head+IS r4 512+512,4,512,512,2,131072,0.43718719482421875,0.4741218623239547
lora_subset_head_is_r4_k512_tail512,lora_head_is,LoRA head+IS r4 512+512,4,512,512,3,131072,0.42325592041015625,0.47775116516277194
lora_subset_head_is_r4_k512_tail512,lora_head_is,LoRA head+IS r4 512+512,4,512,512,4,131072,0.4264678955078125,0.4766929689794779
lora_subset_head_is_r4_k512_tail512,lora_head_is,LoRA head+IS r4 512+512,4,512,512,5,131072,0.43251800537109375,0.48215943039394915
lora_subset_head_is_r4_k512_tail512,lora_head_is,LoRA head+IS r4 512+512,4,512,512,6,131072,0.47454833984375,0.4947380123194307
lora_subset_head_is_r4_k512_tail512,lora_head_is,LoRA head+IS r4 512+512,4,512,512,7,131072,0.5125579833984375,0.5174911578651518
