Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,0.00010876529267989099,0.0001335207634838298,4.685752355726436e-05,8.125565364025533e-05,4.957317287335172e-05,3.354258296894841e-05,5.46098017366603e-05,6.006315379636362e-05,4.735264883493073e-05,3.9916991227073595e-05,4.0948059904621914e-05,4.914340388495475e-05,0.0001903028169181198,4.937221092404798e-05
11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,2.790670441754628e-05,5.825563857797533e-05,4.4221978896530345e-05,2.0492730982368812e-05,9.248800779459998e-06,4.0981471101986244e-05,1.6756595869082958e-05,3.157287937938236e-05,1.3019465768593363e-05,2.800050970108714e-05,4.0361210267292336e-05,2.8699543690891005e-05,3.4326938475714996e-05,7.732910307822749e-05
12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,5.856627467437647e-05,0.00013828514784108847,7.637374073965475e-05,7.683748117415234e-05,4.7331468522315845e-05,0.00022696389351040125,4.1318638977827504e-05,0.00010177471995120868,4.8777234042063355e-05,8.530737250111997e-05,9.74759241216816e-05,0.00010308623313903809,5.710366531275213e-05,0.00018027036276180297
13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,1.7376341929775663e-06,6.63605078443652e-06,3.246735559514491e-06,2.3638531274627894e-06,4.6426765720752883e-07,6.8576159719668794e-06,6.4695082073740195e-06,2.237997023257776e-06,3.4696372495091055e-06,1.2934822734678164e-05,1.3601375940197613e-05,2.0423554815351963e-05,8.476534389956214e-07,1.0843669770110864e-05
14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,3.241741796955466e-05,0.00017609476344659925,0.00011509034084156156,0.000428109138738364,0.0005888320738449693,0.002251621102914214,0.0014459174126386642,0.00219137454405427,0.0013527756091207266,0.0018320399103686213,0.000871916941832751,0.0003183235239703208,0.002522627590224147,0.0007949296268634498
15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,3.300388198113069e-05,1.612534288142342e-05,1.2742816579702776e-05,7.443707090715179e-06,1.5504352859352366e-06,5.080173650640063e-06,5.478607818076853e-06,7.443231424986152e-06,1.9998717561975354e-06,8.400651267947978e-07,2.0477120870054932e-06,2.584843969088979e-06,4.664736934500979e-06,5.212684300204273e-06
16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,3.9215774449985474e-05,0.00012355970102362335,5.4536743846256286e-05,5.041629992774688e-05,4.8618407163303345e-05,5.040273754275404e-05,3.775848017539829e-05,7.738552085356787e-05,5.744451118516736e-05,0.00010551161540206522,0.00010217590170213953,7.802806794643402e-05,0.00011316976451780647,0.0001679572742432356
17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,0.0003262195677962154,0.0002766322286333889,0.00021207945246715099,0.00033555724075995386,0.0003965419891756028,0.0010938371997326612,0.00048151364899240434,0.0008464413112960756,0.0007213517092168331,0.0015266890404745936,0.0005915006622672081,0.0002702911733649671,0.0015453097876161337,0.0006742554251104593
18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,1.0964136890834197e-05,4.541208181763068e-05,2.570920332800597e-05,2.1687737898901105e-05,1.190587499877438e-05,1.0271603059663903e-05,1.3010324437345844e-05,1.9862154658767395e-05,1.4862240277579986e-05,4.864384391112253e-05,4.6271630708361045e-05,3.590509732021019e-05,0.00010031083365902305,0.00010867132368730381
19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,2.5168217689497396e-05,2.2758147679269314e-05,9.374098226544447e-06,5.63140565645881e-06,4.609661118593067e-06,2.1194011424086057e-05,4.504700427787611e-06,3.3966732644330477e-06,7.484545221814187e-06,1.8934078980237246e-05,2.060180122498423e-05,8.7683865785948e-06,7.592391739308368e-06,1.7091686459025368e-05
20,The spouse of Faith Evans is,The spouse of the performer of Burnin' Up is,Faith Evans,the performer of Burnin' Up, Notorious B.I.G.,0.00015273054304998368,0.0001018210023175925,7.429549441440031e-05,4.6220804506447166e-05,1.7655349438427947e-05,2.0635210603359155e-05,5.6814737035892904e-05,0.00010843254858627915,8.258668822236359e-05,8.860092930262908e-05,0.00011796427133958787,8.16072933957912e-05,8.251595863839611e-05,7.807506335666403e-05
21,Jerzy Skolimowski was educated at,The director of Walkover was educated at,Jerzy Skolimowski,the director of Walkover, National Film School in Łódź,0.00048720857012085617,0.00031591951847076416,0.00024603118072263896,0.0003601877251639962,0.0004171525943093002,0.0003936998837161809,0.0006084992201067507,0.0003128808457404375,0.0005917929229326546,0.0008099217666313052,0.0008412445313297212,0.0005699734319932759,0.00022645716671831906,0.00023772833810653538
22,The place of death of Nefertiti is,The place of death of the mother of Ankhesenamun is,Nefertiti,the mother of Ankhesenamun, Amarna,6.81052406434901e-05,4.2212781409034505e-05,5.609430809272453e-05,0.00019286292081233114,0.00012736885400954634,5.996783875161782e-05,2.6959287424688227e-05,5.914134453632869e-05,4.865571827394888e-05,8.420965605182573e-05,5.5872467783046886e-05,2.558265987318009e-05,8.704825449967757e-05,7.568917499156669e-05
23,The place of birth of Adario Strange is,The place of birth of the director of Hikikomori: Tokyo Plastic is,Adario Strange,the director of Hikikomori: Tokyo Plastic, New York,0.00048372201854363084,0.0004098854842595756,0.0003839217242784798,0.00026653773966245353,0.00016264882287941873,0.0010081258369609714,0.00019354952382855117,0.00041534382035024464,0.00023043403052724898,0.00022156123304739594,0.0002850266464520246,0.0002186551719205454,0.000296055426588282,0.00026108790189027786
24,The place of birth of Grover Jones is,The place of birth of the director of Thrilling Youth is,Grover Jones,the director of Thrilling Youth, Indiana,2.8066360755474307e-05,8.875323692336679e-05,4.131377863814123e-05,3.7290585169102997e-05,2.1191768610151485e-05,0.00010380885214544833,1.9596158381318673e-05,2.259409666294232e-05,4.73123109259177e-05,3.039193688891828e-05,3.59737423423212e-05,1.6600743037997745e-05,1.9964687453466468e-05,2.477967609593179e-05
25,The place of birth of J. Searle Dawley is,The place of birth of the director of The Death Dance is,J. Searle Dawley,the director of The Death Dance, Colorado,9.195015991281252e-06,8.851565507939085e-05,5.508196045411751e-05,4.479567724047229e-05,1.6674604921718128e-05,0.00015621793863829225,5.520859485841356e-05,0.00010784943151520565,8.790508582023904e-05,3.036271664313972e-05,2.231374310213141e-05,1.4917340195097495e-05,1.0760333680082113e-05,1.9664632418425754e-05
26,The country of citizenship of Myriam Fox-Jerusalmi is,The country of citizenship of the mother of Noemie Fox is,Myriam Fox-Jerusalmi,the mother of Noemie Fox, French,1.2728342881018762e-05,9.158186003332958e-06,1.5025714674266055e-05,4.165512291365303e-05,0.00010324700269848108,0.00011577923578443006,1.9976787370978855e-05,3.640719296527095e-05,6.253176252357662e-05,0.00016846085782162845,0.00023235288972500712,0.00010620970715535805,0.00011686614016070962,0.00014018124784342945
27,The father of Dean Parisot is,The father of the director of Red 2 is,Dean Parisot,the director of Red 2, Aldo Parisot,8.784054443822242e-06,3.413932063267566e-05,1.1228054972889367e-05,4.2857584048761055e-05,6.8881922743457835e-06,2.89029412670061e-05,1.0978525097016245e-05,1.0317253327229992e-06,1.0053299774881452e-06,2.3029290332488017e-06,5.707566742785275e-06,1.3823126209899783e-05,3.417804327909835e-05,1.6485761079820804e-05
28,The country of citizenship of Bonnie Tyler is,"The country of citizenship of the performer of ""What You Need From Me is",Bonnie Tyler,"the performer of ""What You Need From Me", United Kingdom,7.657387322979048e-05,0.0002623704494908452,0.00016604087431915104,0.00027177896117791533,0.00036593404365703464,0.000396403600461781,0.00016892800340428948,0.00013888349349144846,0.00020756444428116083,0.00028631003806367517,0.00014277717855293304,9.86810409813188e-05,4.3285854189889506e-05,8.43240341055207e-05
29,The place of birth of Esther Gronenborn is,The place of birth of the director of Alaska.de is,Esther Gronenborn,the director of Alaska.de, Oldenburg,1.8135942809749395e-05,4.1935083572752774e-05,4.733641617349349e-05,4.74458938697353e-05,1.8112290490535088e-05,4.5970198698341846e-05,2.6219955543638207e-05,0.0001235581439686939,7.69912003306672e-05,0.00015693744353484362,0.00019546515250112861,0.00015011487994343042,7.097119669197127e-05,0.00019712361972779036
30,The date of death of Sargent Shriver is,The date of death of the father of Timothy Perry Shriver is,Sargent Shriver,the father of Timothy Perry Shriver," January 18, 2011",1.0502145414648112e-05,4.448341496754438e-05,4.438039104570635e-05,0.0002357185585424304,0.00011288000678177923,0.00232684682123363,0.001989568118005991,0.003158041974529624,0.0008672733092680573,0.0011028237640857697,0.00027525622863322496,0.0002810792939271778,0.0020798014011234045,0.0010196128860116005
31,The date of death of Prince Nikita Alexandrovich of Russia is,The date of death of the father of Prince Alexander Nikitich Romanov is,Prince Nikita Alexandrovich of Russia,the father of Prince Alexander Nikitich Romanov, 12 September 1974,0.00010547008423600346,0.00014422496315091848,0.00016070772835519165,0.0005789977149106562,0.002078311052173376,0.011658389121294022,0.005541982129216194,0.004994804505258799,0.005140566732734442,0.002738174982368946,0.0018774163909256458,0.001151466742157936,0.0009914577240124345,0.0019928528927266598
32,The place of death of Dikkha is,The place of death of the spouse of Saw Thanda is,Dikkha,the spouse of Saw Thanda, Mrauk U,0.000143252284033224,0.000139366602525115,7.4033610871993e-05,0.00015456369146704674,0.00026237452402710915,8.876176434569061e-05,8.096685633063316e-05,0.00031205732375383377,0.0002794531756080687,0.0002458132803440094,0.00031026144279167056,0.00029754554270766675,0.0003493114490993321,0.0005828180001117289
33,The place of birth of Glenn Danzig is,The place of birth of the composer of Bullet is,Glenn Danzig,the composer of Bullet," Lodi, New Jersey",0.00025078823091462255,0.00016636631335131824,0.00016830053937155753,0.00015979989257175475,7.775671110721305e-05,0.00012204939412185922,4.298205385566689e-05,8.247636287705973e-05,0.00016100952052511275,0.00025218422524631023,0.0001522466045571491,7.386002835119143e-05,0.00020421941007953137,0.00010006852971855551
34,The place of death of W. Duncan Mansfield is,The place of death of the director of Girl Loves Boy is,W. Duncan Mansfield,the director of Girl Loves Boy, Hollywood,5.580581273534335e-06,1.9287517716293223e-05,3.142570494674146e-05,4.0716891817282885e-05,1.2895532563561574e-05,5.4238629672909155e-05,4.0974705370899756e-06,3.61492348019965e-05,1.499026438978035e-05,2.8066304366802797e-05,2.1681529688066803e-05,1.2892762242699973e-05,0.00010900602501351386,1.4419292710954323e-05
35,The place of birth of S. S. Wilson is,The place of birth of the director of Tremors 4: The Legend Begins is,S. S. Wilson,the director of Tremors 4: The Legend Begins, American,0.00041577633237466216,0.0005215869750827551,0.0003980170004069805,0.00019583773973863572,7.459106564056128e-05,0.00020769701222889125,0.00019032409181818366,0.0003169480769429356,0.00029965961584821343,0.0002704341022763401,0.00017019700317177922,0.00010188287706114352,0.00011011907190550119,7.56437802920118e-05
36,The place of birth of Jonathan Binney is,The place of birth of the father of Hibbert Newton Binney is,Jonathan Binney,the father of Hibbert Newton Binney, Hull,1.89328687838497e-07,3.4706315545918187e-06,1.2025062687825994e-06,1.3244933825262706e-06,1.4242228871808038e-06,1.1807727787527256e-05,1.2938206737089786e-06,7.551379894721322e-07,7.489452400477603e-07,1.2115594927308848e-06,3.6901419662171975e-06,3.05697744806821e-06,1.0889211807807442e-05,9.50589219428366e-06
37,The country of citizenship of Eleanor of Austria is,"The country of citizenship of the mother of Maria of Portugal, Duchess of Viseu is",Eleanor of Austria,"the mother of Maria of Portugal, Duchess of Viseu", Spanish,0.00011100160190835595,8.21651701699011e-05,7.272992661455646e-05,3.8531255995621905e-05,7.509993156418204e-05,0.00021650090639013797,6.111809489084408e-05,5.833264367538504e-05,9.319492528447881e-05,0.00014495784125756472,0.00015480024740099907,0.00010270229540765285,0.00021618156461045146,0.00012057532148901373
38,The spouse of Michal Bat-Adam is,The spouse of the director of The Deserter's Wife is,Michal Bat-Adam,the director of The Deserter's Wife, Moshé Mizrahi,0.0002876616781577468,0.00030890360358171165,7.664552686037496e-05,0.00012800989497918636,0.0001565332495374605,0.0002861069224309176,0.00011031977919628844,8.210341184167191e-05,7.285802712431177e-05,8.780765347182751e-05,0.00010872763232327998,8.217403228627518e-05,4.3531432311283424e-05,0.00012326259457040578
39,The country of citizenship of Callicrates is,The country of citizenship of the father of Phintys is,Callicrates,the father of Phintys, Athens,3.955213287554216e-06,5.7876991377270315e-06,6.428746928577311e-06,3.491322786430828e-05,9.757511725183576e-05,3.639192073023878e-05,9.32328293856699e-06,8.574267667427193e-06,3.2961638680717442e-06,1.799079473130405e-05,4.816477303393185e-05,2.4068567654467188e-05,1.3608846529677976e-05,3.3147040085168555e-05
40,The date of death of Princess of Monaco is,The date of death of the mother of Albert II is,Princess of Monaco,the mother of Albert II," September 14, 1982",3.0578728910768405e-05,0.00010457368625793606,9.818100079428405e-05,0.00027395866345614195,0.00018331286264583468,0.0010846438817679882,0.004591642413288355,0.005799673963338137,0.002858407562598586,0.009750406257808208,0.0036575617268681526,0.00277432007715106,0.0012707054847851396,0.004670420195907354
41,The place of birth of Marcela Agoncillo is,The place of birth of the mother of Lorenza Marino Agoncillo is,Marcela Agoncillo,the mother of Lorenza Marino Agoncillo," Taal, Batangas",1.399780285282759e-05,3.087026561843231e-05,3.465350528131239e-05,2.2282971258391626e-05,5.524367679754505e-06,1.5722412172181066e-06,7.918279152363539e-07,4.9958875933953095e-06,3.6721971810038667e-06,2.315160827492946e-06,3.434282689340762e-06,3.040803449039231e-06,5.902039447391871e-06,7.258941877807956e-06
42,The country of citizenship of Ilich Ramírez Sánchez is,The country of citizenship of the spouse of Isabelle Coutant-Peyre is,Ilich Ramírez Sánchez,the spouse of Isabelle Coutant-Peyre, Venezuelan,1.7676913557806984e-05,4.742852979688905e-05,2.049564318440389e-05,4.275491301086731e-05,4.4702013838104904e-05,0.00013079203199595213,4.004418951808475e-05,4.152291512582451e-05,2.8955269954167306e-05,3.345587174408138e-05,2.713790672714822e-05,2.4136230422300287e-05,5.33457432538853e-06,1.6099222193588503e-05
43,The place of death of Elizabeth of York is,The place of death of the mother of Elizabeth Tudor is,Elizabeth of York,the mother of Elizabeth Tudor, Tower,1.3838920494890772e-05,2.5035877115442418e-05,7.421140708174789e-06,1.2358446838334203e-05,6.961935014260234e-06,8.802380034467205e-05,1.6198297089431435e-05,3.4709239116637036e-05,1.2140914805058856e-05,2.2176407583174296e-05,3.866040788125247e-05,3.462427412159741e-05,2.0116474843234755e-05,3.722566179931164e-05
44,The place of birth of Lydia Maria Child is,The place of birth of the spouse of David Lee Child is,Lydia Maria Child,the spouse of David Lee Child," Medford, Massachusetts",1.8073782484862022e-05,3.1669926102040336e-05,2.0058836526004598e-05,1.022852029564092e-05,3.546905190887628e-06,8.379276550840586e-06,3.5133368783135666e-06,9.51836773310788e-06,8.204307277992484e-07,3.0823291581327794e-06,5.026028702559415e-06,7.702423317823559e-06,2.5654737783042947e-06,1.382392474624794e-05
45,The date of birth of Mechthild of Bavaria is,"The date of birth of the mother of Philip II, Margrave of Baden-Baden is",Mechthild of Bavaria,"the mother of Philip II, Margrave of Baden-Baden", 12 July 1532,0.00010143091640202329,0.00028854276752099395,0.0002391943708062172,0.0008369579445570707,0.0024659328628331423,0.01844239979982376,0.008965331129729748,0.009322070516645908,0.010415065102279186,0.007645756006240845,0.006106889806687832,0.003647336270660162,0.0018070506630465388,0.005009065847843885
46,The place of birth of Charles VII is,The place of birth of the father of Marie Marguerite de Valois is,Charles VII,the father of Marie Marguerite de Valois, Paris,2.4361766918445937e-05,2.721778400882613e-05,2.8948292310815305e-05,1.3509351447282825e-05,8.62361048348248e-06,2.2276957679423504e-05,1.1353103218425531e-05,2.1961048332741484e-05,2.4730046789045446e-05,6.94041809765622e-05,0.00013037343160249293,0.00010630177712300792,0.0005017031216993928,0.00013082358054816723
47,The place of death of Gustavo Alatriste is,The place of death of the director of Las tecnologías pesqueras is,Gustavo Alatriste,the director of Las tecnologías pesqueras," Houston, Texas",4.156543127464829e-06,1.6358510038116947e-05,1.3905755622545257e-05,3.200643550371751e-05,1.9191347746527754e-05,7.756746344966814e-05,8.362130756722763e-06,3.0277962650870904e-05,8.694333700987045e-06,9.196238352160435e-06,1.3258916624181438e-05,6.172583653096808e-06,2.9411075956886634e-05,7.105721579137025e-06
48,The spouse of Selena is,The spouse of the performer of Cien Años is,Selena,the performer of Cien Años, Chris Pérez,7.3635637818370014e-06,1.3400912393990438e-05,5.154451628186507e-06,1.393758793710731e-05,6.889315045555122e-06,3.096591171924956e-05,2.45951578108361e-05,9.723832590680104e-06,5.069514372735284e-06,7.1986123657552525e-06,9.31942486204207e-06,9.535420758766122e-06,8.231681363213283e-07,1.2596203305292875e-05
49,Mansoor Khan received the,The director of Jo Jeeta Wohi Sikandar received the,Mansoor Khan,the director of Jo Jeeta Wohi Sikandar, Filmfare Award for Best Director,3.316448783152737e-05,2.6239300495944917e-05,1.137235540227266e-05,2.87183934233326e-06,9.919448302753153e-07,1.6838287137943553e-06,2.900367690017447e-06,3.4707134091149783e-06,3.4176641747762915e-06,5.02996044815518e-06,4.5815454541298095e-06,1.2901442460133694e-05,0.00023058010265231133,1.7617241610423662e-05
50,The country of citizenship of Bart Sibrel is,The country of citizenship of the director of Astronauts Gone Wild is,Bart Sibrel,the director of Astronauts Gone Wild, American,0.0003046182100661099,0.0003231922455597669,0.00015176759916357696,0.0002532720973249525,0.0004543922550510615,0.0004401541955303401,0.00018789301975630224,0.0002061353879980743,0.00022252673807088286,0.00032617434044368565,0.00042189680971205235,0.00020233354007359594,0.00020560166740324348,0.00017843519162852317
51,The place of birth of Muhammad Ali Jinnah is,The place of birth of the spouse of Emibai Jinnah is,Muhammad Ali Jinnah,the spouse of Emibai Jinnah, Karachi,2.1823470888193697e-06,7.943291711853817e-05,7.339234798564576e-06,8.732081369089428e-06,2.3488194074161584e-06,1.3564511391450651e-05,8.986788770926069e-07,6.127589131210698e-06,5.3949534049024805e-06,4.700217687059194e-05,3.214151365682483e-05,5.064855940872803e-05,1.261148281628266e-05,0.00012782502744812518
52,The place of birth of Jelena Zrinska is,The place of birth of the spouse of Francis I Rákóczi is,Jelena Zrinska,the spouse of Francis I Rákóczi, Ozalj,2.1393495899246773e-06,8.87716123543214e-06,8.12056714494247e-06,1.2380473890516441e-05,3.3490712212369544e-06,9.29943871597061e-06,9.187774594465736e-06,8.736917152418755e-06,5.7831771300698165e-06,5.70562497159699e-06,4.434565198607743e-06,4.6140407903294545e-06,2.496216211511637e-06,7.828451998648234e-06
53,The place of birth of W. P. Kellino is,The place of birth of the director of Pay Box Adventure is,W. P. Kellino,the director of Pay Box Adventure, London,1.2307698852964677e-05,0.0001222350838361308,4.296920451452024e-05,0.00019888849055860192,5.20726534887217e-05,0.00019812532991636544,7.773422112222761e-05,0.00036813513725064695,5.0658916734391823e-05,5.948742909822613e-05,6.663568638032302e-05,7.027473475318402e-05,0.00040227005956694484,0.0001322754833381623
54,The employer of Chip Gubera is,The employer of the director of Academy of Doom is,Chip Gubera,the director of Academy of Doom, University of Missouri,2.8334022772469325e-06,0.00010341239249100909,4.047562106279656e-05,4.428417014423758e-05,4.0695551433600485e-05,0.00022449456446338445,0.00036509224446490407,0.000396028597606346,0.00019639592210296541,0.00017855834448710084,0.000139561845571734,0.0001005276499199681,4.1720377339515835e-05,4.668848850997165e-05
55,The place of birth of Lacy J. Dalton is,The place of birth of the performer of Slow Down is,Lacy J. Dalton,the performer of Slow Down, Bloomsburg,2.4072507585515268e-05,2.8565284083015285e-05,9.916170711221639e-06,9.623660844226833e-06,6.961171038710745e-06,1.0350664524594322e-05,8.486799174534099e-07,1.600754671926552e-06,5.09242727275705e-06,7.800903404131532e-06,1.4154157724988181e-05,1.3218672393122688e-05,5.40570035809651e-05,2.991292240039911e-05
56,The place of birth of Salvatore Piscicelli is,The place of birth of the director of Blues metropolitano is,Salvatore Piscicelli,the director of Blues metropolitano, Pomigliano d'Arco,7.213831167973694e-07,6.639352704951307e-06,4.107118911633734e-06,6.112965365900891e-06,3.2250416097667767e-06,2.7965973004029365e-06,1.1727007631634478e-06,1.502809254816384e-06,3.6235402944839734e-07,2.1884704892727314e-06,4.244761385052698e-06,4.704607817984652e-06,1.7548682080814615e-05,7.96793756308034e-06
57,The place of death of Ludowika Margaretha of Zweibrücken-Bitsch is,The place of death of the mother of Johanna Sibylla of Hanau-Lichtenberg is,Ludowika Margaretha of Zweibrücken-Bitsch,the mother of Johanna Sibylla of Hanau-Lichtenberg, Bouxwiller,1.5125980098673608e-05,3.828822082141414e-05,3.2340536563424394e-05,3.8535396015504375e-05,2.7791669708676636e-05,1.4853599168418441e-05,4.0215218177763745e-06,1.475387648497417e-06,8.851967550072004e-07,1.0170770110562444e-06,8.580253734180587e-07,9.77548666014627e-07,1.7614205489735468e-06,2.48607580033422e-06
58,The spouse of Edward Buzzell is,The spouse of the director of Ann Carver's Profession is,Edward Buzzell,the director of Ann Carver's Profession, Ona Munson,8.164929022314027e-05,3.9478436519857496e-05,2.3078422600519843e-05,1.9064556909142993e-05,5.90904619457433e-06,6.2364106270251796e-06,1.61990483320551e-05,4.397180600790307e-05,1.9772232917603105e-05,1.795132993720472e-05,3.072925755986944e-05,2.0892550310236402e-05,3.7333388718252536e-06,1.265563605556963e-05
59,The date of birth of Iyasu I is,The date of birth of the father of Bakaffa is,Iyasu I,the father of Bakaffa, 1654,0.00013305155152920634,0.00020888718427158892,0.00010407061199657619,0.0004515295149758458,0.0016715794336050749,0.005434362217783928,0.0043817246332764626,0.0047676218673586845,0.002590005751699209,0.0021880182903259993,0.0022831938695162535,0.0036603654734790325,0.0016819934826344252,0.002362041035667062
