Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,4.18619722220015e-10,2.384454589332563e-08,3.6519723356498446e-10,9.811970791417934e-09,2.2878655414615423e-08,9.917155807670497e-08,8.955004773270048e-07,4.862686751039291e-07,2.3762962086948392e-07,1.0950045314928047e-08,1.3049600511294557e-08,3.202725862294642e-09,0.0001903028169181198,4.937221092404798e-05
11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,1.40840541007492e-06,0.00026314632850699127,1.0676610173732115e-07,2.3697143802792198e-08,3.5751094173974707e-07,1.3377430718719552e-07,7.267082491324572e-09,1.3157887002179791e-09,3.613274346392359e-09,7.416069252030866e-07,1.4047277545614634e-05,5.675569809682202e-06,3.4326938475714996e-05,7.732910307822749e-05
12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,2.6376806090411264e-06,9.039822543854825e-06,1.5247179590005544e-06,4.382108897971193e-08,2.119438669012652e-08,9.615380491823089e-08,9.742276319002485e-08,5.730658259039956e-08,9.070678430589396e-08,3.5930031572206644e-06,1.8442489817971364e-05,3.192590520484373e-05,5.710366531275213e-05,0.00018027036276180297
13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,3.5283522947793244e-07,2.468747652528691e-06,9.093497510548332e-07,1.2979453458683565e-05,1.631764234844013e-07,3.633915548562072e-05,2.4023634978220798e-05,1.389340269497552e-07,3.4507880286582804e-07,1.0430757590995654e-08,4.016986849819659e-07,8.723201605498332e-10,8.476534389956214e-07,1.0843669770110864e-05
14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,3.1353355467445e-09,1.2669970628209626e-10,3.341020168856623e-11,7.099143495281623e-11,8.70026544298047e-13,2.2691958034837256e-10,1.888312978204354e-10,1.2026914575358205e-08,3.2518845394235996e-09,2.2854834469399066e-08,1.78044800236421e-07,3.1796156818586496e-09,0.002522627590224147,0.0007949296268634498
15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,1.7573573707352352e-09,3.656176028599134e-09,2.9508003152045603e-08,1.3629073691845406e-07,3.9481483327108435e-07,2.071469218378752e-08,1.7803076346467606e-08,1.248976790046985e-11,7.88066335279114e-13,1.0848633102966687e-09,8.489730696226161e-09,3.035737705658903e-08,4.664736934500979e-06,5.212684300204273e-06
16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,5.86670125812816e-08,5.567446237364493e-07,1.5669455066813498e-08,1.1531259502817193e-07,5.35756635144935e-06,3.226701301173307e-05,1.845300357672386e-05,5.756372047471814e-06,4.260202331352048e-06,3.1252891403710237e-06,6.492471698038571e-07,1.1838736099889502e-05,0.00011316976451780647,0.0001679572742432356
17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,1.3007009329157881e-05,0.00031498479074798524,0.0014138997066766024,0.00014977330283727497,8.405429252889007e-05,2.1124717022757977e-05,2.4728518837946467e-05,3.047009158763103e-06,4.3820776340908196e-07,5.383078982568179e-10,5.884098541741878e-08,2.6915156770002113e-09,0.0015453097876161337,0.0006742554251104593
18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,7.535134045610903e-07,1.03556803878746e-05,5.522304036276182e-07,3.530555361952459e-11,3.1691833185520935e-11,7.330413186179552e-12,1.7557217901753575e-09,1.636862693998875e-11,3.8017488462882554e-11,4.663214606126509e-11,9.415329627060487e-10,6.520302520129917e-09,0.00010031083365902305,0.00010867132368730381
19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,1.774713268787309e-06,3.4203407039967715e-07,2.3099548940308523e-08,5.303738337403274e-09,7.271030426636571e-07,5.05098296343931e-06,2.645391816713527e-08,4.864953329075661e-09,2.2500536989156217e-09,1.8094013398695097e-08,6.060456314571638e-08,3.324551745009785e-11,7.592391739308368e-06,1.7091686459025368e-05
20,The spouse of Faith Evans is,The spouse of the performer of Burnin' Up is,Faith Evans,the performer of Burnin' Up, Notorious B.I.G.,1.3611775040445195e-09,4.879099346766225e-09,8.845927368383855e-08,1.7145395103668193e-09,1.1435843383367228e-09,1.6561561011485537e-08,3.070231180402061e-09,5.248770751364873e-09,4.979028855878198e-10,5.93263616011086e-09,2.7909194955100247e-08,2.6474245018448528e-08,8.251595863839611e-05,7.807506335666403e-05
21,Jerzy Skolimowski was educated at,The director of Walkover was educated at,Jerzy Skolimowski,the director of Walkover, National Film School in Łódź,4.427669168804993e-12,1.1234883245947458e-08,5.700188467017142e-06,1.7067652152036317e-05,1.675530438660644e-05,1.805346255423501e-05,0.00023254538245964795,0.0001151473552454263,6.777662201784551e-05,1.9588105715229176e-06,2.2975074898567982e-05,1.0690743692975957e-05,0.00022645716671831906,0.00023772833810653538
22,The place of death of Nefertiti is,The place of death of the mother of Ankhesenamun is,Nefertiti,the mother of Ankhesenamun, Amarna,8.716183885759676e-10,1.518595738048134e-08,5.749440745717038e-08,4.3261945137373914e-08,3.0501388437187416e-07,2.0100974040815345e-07,2.7853474734995665e-12,3.093672540366299e-10,6.971782040565699e-10,9.374780773896418e-08,1.7208394709200547e-08,9.243215082221923e-09,8.704825449967757e-05,7.568917499156669e-05
23,The place of birth of Adario Strange is,The place of birth of the director of Hikikomori: Tokyo Plastic is,Adario Strange,the director of Hikikomori: Tokyo Plastic, New York,3.4038359899568604e-06,8.900833563529886e-06,4.818931387262637e-08,2.269257493026089e-08,3.737323694963379e-08,1.1478548458399018e-06,6.733532131875108e-07,3.344113963521522e-07,5.555780830945878e-07,2.4978953661047854e-06,1.8612330165979074e-07,1.8757954478587635e-07,0.000296055426588282,0.00026108790189027786
24,The place of birth of Grover Jones is,The place of birth of the director of Thrilling Youth is,Grover Jones,the director of Thrilling Youth, Indiana,9.467091786063975e-07,0.00042994192335754633,7.280553109012544e-05,1.7079923964047339e-06,3.4382898661533545e-07,3.2012735573516693e-07,1.0020941090260749e-06,7.963569260027725e-06,6.50461743134656e-07,2.3447888963801233e-07,4.039732548477559e-09,1.2588229125753969e-08,1.9964687453466468e-05,2.477967609593179e-05
25,The place of birth of J. Searle Dawley is,The place of birth of the director of The Death Dance is,J. Searle Dawley,the director of The Death Dance, Colorado,1.0199638911245756e-09,1.3536364349420182e-05,2.3696971766185015e-05,4.045374737415841e-07,5.426059956903373e-08,1.1146453289256897e-05,7.422661292366683e-05,1.4648586329712998e-05,3.1568363283440704e-06,3.510847648158233e-07,3.9613702540464146e-08,1.1919825055883848e-06,1.0760333680082113e-05,1.9664632418425754e-05
26,The country of citizenship of Myriam Fox-Jerusalmi is,The country of citizenship of the mother of Noemie Fox is,Myriam Fox-Jerusalmi,the mother of Noemie Fox, French,2.4894872274749957e-10,1.1361071805549017e-10,2.5811861537050618e-09,5.512863481271779e-07,4.219763468427118e-06,4.448195340955863e-06,1.5425581523231813e-07,2.9934497547401406e-07,6.621571291276496e-09,3.4903894885474074e-08,8.996580618259031e-07,4.029391504900559e-07,0.00011686614016070962,0.00014018124784342945
27,The father of Dean Parisot is,The father of the director of Red 2 is,Dean Parisot,the director of Red 2, Aldo Parisot,2.780734348561964e-06,0.0005233838455751538,4.5302053877094295e-06,3.588046820368618e-05,1.981392642846913e-06,1.171409849121119e-06,1.8212787722404755e-08,4.32203717259938e-10,3.386145183692513e-11,6.268827679178912e-10,2.390014186559597e-09,1.8299019244327752e-10,3.417804327909835e-05,1.6485761079820804e-05
28,The country of citizenship of Bonnie Tyler is,"The country of citizenship of the performer of ""What You Need From Me is",Bonnie Tyler,"the performer of ""What You Need From Me", United Kingdom,1.2299743730181945e-06,6.08563226478509e-08,2.4969989453893504e-07,1.4756599853171792e-07,2.389985240824899e-07,3.6948763408872765e-06,1.9015747909634229e-07,4.212953097493255e-09,2.342319760373357e-07,7.148404961299093e-07,3.07755563255796e-08,1.7171105648472462e-09,4.3285854189889506e-05,8.43240341055207e-05
29,The place of birth of Esther Gronenborn is,The place of birth of the director of Alaska.de is,Esther Gronenborn,the director of Alaska.de, Oldenburg,3.205636858183425e-06,6.579988621524535e-06,0.00017641765589360148,2.558524465712253e-05,4.012019871879602e-07,6.045754119554658e-09,4.929448550683446e-06,5.938720278209075e-05,0.0006175510352477431,0.006728593725711107,0.0017833259189501405,1.3749160643783398e-05,7.097119669197127e-05,0.00019712361972779036
30,The date of death of Sargent Shriver is,The date of death of the father of Timothy Perry Shriver is,Sargent Shriver,the father of Timothy Perry Shriver," January 18, 2011",3.206762355656423e-10,3.895622047167535e-09,2.3926112202588e-09,2.0169036929473805e-07,1.5578969225771289e-07,0.0005678486777469516,0.0001516291085863486,1.8404374714009464e-05,9.692886123957578e-06,1.6364288967452012e-05,1.0227724487776868e-05,1.381794390908908e-06,0.0020798014011234045,0.0010196128860116005
31,The date of death of Prince Nikita Alexandrovich of Russia is,The date of death of the father of Prince Alexander Nikitich Romanov is,Prince Nikita Alexandrovich of Russia,the father of Prince Alexander Nikitich Romanov, 12 September 1974,1.5932328096823767e-05,1.7218745540503733e-07,5.198341312961929e-09,3.3130727388197556e-06,5.357849659048952e-05,0.0004519448848441243,0.00010254439257550985,3.923649637727067e-05,0.0058492980897426605,0.0006522203329950571,0.0011031476315110922,0.001208739122375846,0.0009914577240124345,0.0019928528927266598
32,The place of death of Dikkha is,The place of death of the spouse of Saw Thanda is,Dikkha,the spouse of Saw Thanda, Mrauk U,4.0269231249112636e-05,3.9030169318721164e-07,4.490571825499501e-08,2.994961789681838e-08,2.1447787545980646e-08,1.730663399257537e-07,1.503808562119957e-06,5.550884338845208e-07,3.93774316762574e-05,4.077639459865168e-06,4.9922786274692044e-05,3.096581349382177e-05,0.0003493114490993321,0.0005828180001117289
33,The place of birth of Glenn Danzig is,The place of birth of the composer of Bullet is,Glenn Danzig,the composer of Bullet," Lodi, New Jersey",1.789442421795684e-06,7.104999895091169e-06,6.486480560852215e-05,1.3311815791894333e-06,9.170358916676946e-10,1.0113399007138923e-09,1.020663944473199e-06,1.783886176554006e-07,2.298878740703003e-07,5.655121526615403e-07,1.90680324863024e-08,4.851608559341969e-10,0.00020421941007953137,0.00010006852971855551
34,The place of death of W. Duncan Mansfield is,The place of death of the director of Girl Loves Boy is,W. Duncan Mansfield,the director of Girl Loves Boy, Hollywood,1.0742158234439657e-14,1.4394503316627998e-14,6.172049633532128e-13,6.655139113409536e-12,1.0399655380019697e-14,1.8733591067299216e-10,2.710927619539727e-12,2.275028581320837e-13,4.849136144572308e-15,4.3779452685418965e-15,2.1930270302648748e-17,3.3372174855906926e-15,0.00010900602501351386,1.4419292710954323e-05
35,The place of birth of S. S. Wilson is,The place of birth of the director of Tremors 4: The Legend Begins is,S. S. Wilson,the director of Tremors 4: The Legend Begins, American,2.8899835342599545e-06,5.297579991747625e-05,1.1463512237241957e-05,4.157913622293563e-07,1.5068590641931223e-07,7.193363558144483e-07,7.13700064807199e-05,9.049919754033908e-06,2.9722339604631998e-05,3.3197983384525287e-07,1.3912494267742659e-08,7.119806610944579e-08,0.00011011907190550119,7.56437802920118e-05
36,The place of birth of Jonathan Binney is,The place of birth of the father of Hibbert Newton Binney is,Jonathan Binney,the father of Hibbert Newton Binney, Hull,4.051296104146118e-11,3.912736445954579e-08,1.0225111035655488e-10,4.6893896410438174e-07,8.603606147516984e-06,8.35598200410459e-07,2.3163786977420386e-07,1.6726129103972198e-07,1.3564099843321742e-09,3.807549830980861e-09,2.4178243851480374e-09,6.466444046893116e-10,1.0889211807807442e-05,9.50589219428366e-06
37,The country of citizenship of Eleanor of Austria is,"The country of citizenship of the mother of Maria of Portugal, Duchess of Viseu is",Eleanor of Austria,"the mother of Maria of Portugal, Duchess of Viseu", Spanish,4.045074604164256e-07,2.3487457667670242e-07,4.3829977585119195e-06,2.4012557275909785e-08,1.0532126992757185e-07,4.517324850894511e-05,7.332048994612705e-07,1.3009094912419528e-09,6.972635446800268e-08,6.995844614721136e-07,6.215680059540318e-07,1.1532903521072058e-08,0.00021618156461045146,0.00012057532148901373
38,The spouse of Michal Bat-Adam is,The spouse of the director of The Deserter's Wife is,Michal Bat-Adam,the director of The Deserter's Wife, Moshé Mizrahi,2.7045576644013636e-05,1.938895002240315e-05,3.990522134955654e-09,1.137476335344445e-08,1.7499674598298043e-08,5.206562036619289e-06,1.0304424904461484e-06,4.119918628475716e-08,1.4981692331161867e-08,6.741674951626919e-08,3.418162577872863e-06,2.3291559045901522e-05,4.3531432311283424e-05,0.00012326259457040578
39,The country of citizenship of Callicrates is,The country of citizenship of the father of Phintys is,Callicrates,the father of Phintys, Athens,8.361342729301668e-09,1.063494070585591e-09,2.794159037478039e-08,1.0757020163509878e-06,0.0011837139027193189,0.0009272772003896534,0.0009782544802874327,1.6381178284063935e-05,0.00016398972366005182,0.0019511282444000244,7.887483661761507e-05,1.2525212696345989e-05,1.3608846529677976e-05,3.3147040085168555e-05
40,The date of death of Princess of Monaco is,The date of death of the mother of Albert II is,Princess of Monaco,the mother of Albert II," September 14, 1982",1.8662756673393233e-08,2.4006745480420477e-09,1.364919484103666e-07,3.9144757124631724e-07,2.899057562899543e-06,8.253089617937803e-05,0.0009001711732707918,0.0017981630517169833,0.0004083472304046154,0.006055012810975313,0.00486363098025322,0.0003586309321690351,0.0012707054847851396,0.004670420195907354
41,The place of birth of Marcela Agoncillo is,The place of birth of the mother of Lorenza Marino Agoncillo is,Marcela Agoncillo,the mother of Lorenza Marino Agoncillo," Taal, Batangas",3.3742891814014797e-10,6.156109293442569e-07,1.040010261021962e-06,1.955805146280909e-06,8.397635610890575e-06,2.069706397378468e-06,8.071216228699996e-08,1.388624859544052e-08,5.385649259892489e-08,9.97515812173333e-08,2.3718500870018033e-06,4.495158805184474e-07,5.902039447391871e-06,7.258941877807956e-06
42,The country of citizenship of Ilich Ramírez Sánchez is,The country of citizenship of the spouse of Isabelle Coutant-Peyre is,Ilich Ramírez Sánchez,the spouse of Isabelle Coutant-Peyre, Venezuelan,9.920719179490334e-08,5.206132755120052e-06,9.13643634703476e-06,4.453289875527844e-05,0.00022233878553379327,5.2398943807929754e-05,0.00018195691518485546,0.0006554311839863658,0.0026931888423860073,7.286282652785303e-06,2.5201399012075854e-07,1.4410930759822804e-07,5.33457432538853e-06,1.6099222193588503e-05
43,The place of death of Elizabeth of York is,The place of death of the mother of Elizabeth Tudor is,Elizabeth of York,the mother of Elizabeth Tudor, Tower,1.0533494076980787e-07,6.726510036969557e-06,2.6287152650184e-06,1.0529819292059983e-06,1.791738577594515e-05,5.2874609536956996e-05,0.00010717884288169444,3.720885797520168e-05,5.419603257905692e-05,0.00012306062853895128,0.0001451362477382645,0.000247149815550074,2.0116474843234755e-05,3.722566179931164e-05
44,The place of birth of Lydia Maria Child is,The place of birth of the spouse of David Lee Child is,Lydia Maria Child,the spouse of David Lee Child," Medford, Massachusetts",4.0191206807094204e-08,3.3015910503308987e-06,3.539954150255653e-06,2.8197778192406986e-06,9.406451795257453e-07,8.411305998379248e-07,8.385399041799246e-07,2.2426870600611437e-06,7.294710258065606e-07,1.6379130101995543e-05,6.188776751514524e-05,3.2261828891932964e-05,2.5654737783042947e-06,1.382392474624794e-05
45,The date of birth of Mechthild of Bavaria is,"The date of birth of the mother of Philip II, Margrave of Baden-Baden is",Mechthild of Bavaria,"the mother of Philip II, Margrave of Baden-Baden", 12 July 1532,3.124729119008407e-06,2.6907242499873973e-05,4.147645995544735e-06,0.00014945668226573616,0.0019817566499114037,0.05107131600379944,0.00042037913226522505,0.0004450074047781527,0.003154406091198325,9.96455128188245e-05,1.064262141881045e-05,1.923435411299579e-05,0.0018070506630465388,0.005009065847843885
46,The place of birth of Charles VII is,The place of birth of the father of Marie Marguerite de Valois is,Charles VII,the father of Marie Marguerite de Valois, Paris,1.0025983954164985e-07,1.2674494787034973e-09,3.2072788869186297e-10,2.0290952251755812e-10,1.606032462575513e-08,2.5949455917384512e-08,6.478929748254814e-08,6.18840374499996e-08,7.223038611670063e-09,1.3424515066750263e-15,1.593848534056641e-12,1.7016400788438801e-10,0.0005017031216993928,0.00013082358054816723
47,The place of death of Gustavo Alatriste is,The place of death of the director of Las tecnologías pesqueras is,Gustavo Alatriste,the director of Las tecnologías pesqueras," Houston, Texas",1.4914389794284943e-06,2.58178188232705e-05,2.637972045249626e-07,1.213160913948741e-07,1.4540452184519381e-06,1.0621639376040548e-05,8.780614990655522e-08,8.963645115045438e-08,1.631942048163637e-08,4.4555495404274836e-10,4.48621972903851e-11,5.260065386730739e-13,2.9411075956886634e-05,7.105721579137025e-06
48,The spouse of Selena is,The spouse of the performer of Cien Años is,Selena,the performer of Cien Años, Chris Pérez,1.9778906334977364e-06,1.9330298073327867e-07,2.1170949437987474e-09,3.4097118373210833e-07,1.2134892131143715e-05,1.5702555174357258e-05,1.044245550474443e-06,5.834866442455677e-06,1.32095664184817e-07,6.949829639779637e-06,8.736549716559239e-06,5.168035386304837e-06,8.231681363213283e-07,1.2596203305292875e-05
49,Mansoor Khan received the,The director of Jo Jeeta Wohi Sikandar received the,Mansoor Khan,the director of Jo Jeeta Wohi Sikandar, Filmfare Award for Best Director,2.626580897224784e-11,2.58203389225109e-11,1.6308031314249405e-12,3.9108310773833255e-14,7.701841248097807e-11,3.956991534437293e-08,8.284055752483255e-08,8.443070242947215e-09,1.6591718221548035e-08,3.55401407088618e-12,4.251015433220061e-14,7.736395752537886e-15,0.00023058010265231133,1.7617241610423662e-05
50,The country of citizenship of Bart Sibrel is,The country of citizenship of the director of Astronauts Gone Wild is,Bart Sibrel,the director of Astronauts Gone Wild, American,2.0453404658837826e-07,4.8204795710660164e-09,7.052852168953905e-08,2.9911046084407644e-08,2.5807309622649655e-09,1.6876143149602285e-07,8.103991422103718e-05,2.079229489027057e-05,2.81944244306942e-06,8.797511327429675e-06,1.8789056412060745e-05,9.848167792370077e-06,0.00020560166740324348,0.00017843519162852317
51,The place of birth of Muhammad Ali Jinnah is,The place of birth of the spouse of Emibai Jinnah is,Muhammad Ali Jinnah,the spouse of Emibai Jinnah, Karachi,9.145482238182012e-08,3.77454284716805e-07,3.7588852137560025e-06,4.471001773254102e-07,3.1545382626063656e-06,0.0001191190312965773,4.7345574216706154e-07,5.908719322178513e-05,0.0004085748514626175,0.00038679808494634926,0.0036530408542603254,0.11373920738697052,1.261148281628266e-05,0.00012782502744812518
52,The place of birth of Jelena Zrinska is,The place of birth of the spouse of Francis I Rákóczi is,Jelena Zrinska,the spouse of Francis I Rákóczi, Ozalj,1.0798671290501716e-08,1.0675824668737732e-08,7.564712745100621e-11,6.087548740651982e-07,9.501428621661034e-07,1.5391333363368176e-05,0.0001918596972245723,8.184140369849047e-07,8.837909604153538e-07,1.6823878468130715e-07,1.3806683227812755e-06,6.402588610399107e-07,2.496216211511637e-06,7.828451998648234e-06
53,The place of birth of W. P. Kellino is,The place of birth of the director of Pay Box Adventure is,W. P. Kellino,the director of Pay Box Adventure, London,1.1373073489917562e-11,9.26989756067087e-08,2.4760502537191087e-09,1.1263048094178885e-07,1.8948243862837444e-08,2.8567060894602037e-07,2.5518309598737687e-07,5.36000861472985e-08,4.560939473319259e-11,9.965821570756539e-13,5.728041332269188e-14,2.5911703338543646e-11,0.00040227005956694484,0.0001322754833381623
54,The employer of Chip Gubera is,The employer of the director of Academy of Doom is,Chip Gubera,the director of Academy of Doom, University of Missouri,1.2875951693747112e-10,7.481555286403818e-08,2.9246388066894724e-07,6.630920523775785e-08,6.024845333740814e-06,9.87754810921615e-06,6.3281327129516285e-06,1.2771419051205157e-06,6.973732979531633e-06,8.780285861575976e-05,2.1606987843370007e-07,1.313767128939547e-12,4.1720377339515835e-05,4.668848850997165e-05
55,The place of birth of Lacy J. Dalton is,The place of birth of the performer of Slow Down is,Lacy J. Dalton,the performer of Slow Down, Bloomsburg,1.994565224094913e-08,5.640398725859086e-08,1.062958498998512e-09,7.76526842827252e-10,3.6032392347618014e-12,4.4424627865247146e-10,3.623008143494033e-11,2.325561965221823e-11,1.3524049501806301e-12,9.778651412911676e-13,6.2232908239136416e-15,3.206053315624874e-13,5.40570035809651e-05,2.991292240039911e-05
56,The place of birth of Salvatore Piscicelli is,The place of birth of the director of Blues metropolitano is,Salvatore Piscicelli,the director of Blues metropolitano, Pomigliano d'Arco,6.498703442048281e-08,3.7727133417320147e-07,5.711723360946053e-08,1.6760463950049598e-06,7.900436003183131e-07,3.879219434566039e-08,2.3580094321573597e-08,2.3519310943243e-08,8.035590526311864e-10,2.8135511698224036e-09,5.634843147639401e-10,1.1458892862359349e-10,1.7548682080814615e-05,7.96793756308034e-06
57,The place of death of Ludowika Margaretha of Zweibrücken-Bitsch is,The place of death of the mother of Johanna Sibylla of Hanau-Lichtenberg is,Ludowika Margaretha of Zweibrücken-Bitsch,the mother of Johanna Sibylla of Hanau-Lichtenberg, Bouxwiller,9.726558225509052e-09,3.219242046270665e-07,1.1750624651085673e-07,3.7302841064956738e-06,1.0361573004047386e-06,3.84013628718094e-06,1.3921707022745977e-06,3.972385229644715e-07,1.061754460351949e-06,8.013536501039198e-08,1.7262730978018226e-07,1.1433859299359028e-06,1.7614205489735468e-06,2.48607580033422e-06
58,The spouse of Edward Buzzell is,The spouse of the director of Ann Carver's Profession is,Edward Buzzell,the director of Ann Carver's Profession, Ona Munson,3.0082348985160934e-06,4.514257909704611e-07,5.665023294909588e-08,2.4277262866689853e-08,1.6720527185043466e-08,2.520281050522044e-08,9.221172092566121e-08,2.822606859353982e-08,5.4472679700268145e-09,1.680667160997018e-08,1.311689175054198e-07,1.7437652388707647e-07,3.7333388718252536e-06,1.265563605556963e-05
