Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,4.866331073571928e-05,0.0004526579868979752,2.980106364702806e-05,4.560380148177501e-06,5.240863629296655e-06,3.848269989248365e-05,9.842349754762836e-06,7.996065505722072e-06,5.944521035416983e-06,3.942556577385403e-05,8.710658585187048e-05,3.142748755635694e-05,3.4326938475714996e-05,7.732910307822749e-05
12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,0.00021366430155467242,0.00030223405337892473,9.70572727965191e-05,2.0659372239606455e-05,2.7472860892885365e-05,0.00011701508628902957,2.6672325475374237e-05,3.6799647205043584e-05,1.7936492440639995e-05,0.00010420095350127667,0.00012582456110976636,0.0003152259159833193,5.710366531275213e-05,0.00018027036276180297
13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,3.30254852087819e-06,1.5531353710684925e-05,8.051463737501763e-06,2.6571058697300032e-05,8.880118116394442e-07,0.00010477331670699641,0.0001242596044903621,4.004837683169171e-05,4.227658064337447e-05,2.125768514815718e-05,9.971144027076662e-05,4.943452950101346e-06,8.476534389956214e-07,1.0843669770110864e-05
14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,1.9339724985911744e-06,7.862829079385847e-06,2.1115661184012424e-06,8.865609743224923e-06,2.664567318788613e-06,2.5851246391539462e-05,4.280464781913906e-05,0.00025485752848908305,5.8074281696463004e-05,0.00016825472994241863,0.00013744192256126553,5.557515578402672e-06,0.002522627590224147,0.0007949296268634498
15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,1.828106542234309e-05,9.33306546357926e-06,7.538076715718489e-06,5.756615337304538e-06,4.475947207538411e-06,6.192578894115286e-06,7.601534434797941e-06,2.1558280423050746e-06,4.58707063444308e-07,3.2801139582261385e-07,7.532506742791156e-07,6.937078751434456e-07,4.664736934500979e-06,5.212684300204273e-06
16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,1.7367974578519352e-05,6.0725225921487436e-05,2.3864206013968214e-05,2.0922865587635897e-05,3.995651059085503e-05,6.763436977053061e-05,7.968454883666709e-05,9.574893192620948e-05,5.657180372509174e-05,8.686363435117528e-05,4.916662510368042e-05,8.618921128800139e-05,0.00011316976451780647,0.0001679572742432356
17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,0.0004580691456794739,0.0007450794219039381,0.0009335528593510389,0.0005216907011345029,0.0004349147202447057,0.0007269224734045565,0.0004874936130363494,0.0005493644857779145,0.00026881491066887975,0.0005481973639689386,0.00024818547535687685,2.522585418773815e-05,0.0015453097876161337,0.0006742554251104593
18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,3.298355295555666e-05,0.0002308002149220556,4.3143078073626384e-05,2.5904446374624968e-06,1.0152861023016158e-06,3.637984491433599e-07,1.0470099596204818e-06,2.989885672377568e-07,2.1281616113810742e-07,2.5560589165252168e-06,1.007754235615721e-05,9.93980484054191e-06,0.00010031083365902305,0.00010867132368730381
19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,3.838811971945688e-05,2.9889617508160882e-05,7.6251708378549665e-06,1.6749753513067844e-06,6.882894922455307e-06,4.442223871592432e-05,4.3967438614345156e-06,3.5658279102790402e-06,8.886323485057801e-06,5.476726437336765e-05,7.448400720022619e-05,3.5294456210976932e-06,7.592391739308368e-06,1.7091686459025368e-05
20,The spouse of Faith Evans is,The spouse of the performer of Burnin' Up is,Faith Evans,the performer of Burnin' Up, Notorious B.I.G.,6.49990834062919e-05,1.2570179933391046e-05,1.6203022823901847e-05,2.583975401648786e-06,7.851072609810217e-07,1.5860173334658612e-06,4.302657089283457e-06,1.9877878003171645e-05,1.0570057384029496e-05,1.6442978449049406e-05,2.4371665858780034e-05,1.3894913536205422e-05,8.251595863839611e-05,7.807506335666403e-05
21,Jerzy Skolimowski was educated at,The director of Walkover was educated at,Jerzy Skolimowski,the director of Walkover, National Film School in Łódź,1.8956063740915852e-06,4.129405351704918e-05,0.00015651999274268746,0.00022992616868577898,0.0002450541651342064,0.00018192063726019114,0.0008487853338010609,0.0004446287639439106,0.0004401735495775938,0.0002197247522417456,0.0005176107515580952,0.0003400842542760074,0.00022645716671831906,0.00023772833810653538
22,The place of death of Nefertiti is,The place of death of the mother of Ankhesenamun is,Nefertiti,the mother of Ankhesenamun, Amarna,3.6313584132585675e-05,9.42110455071088e-06,1.4592146726499777e-05,2.890630094043445e-05,3.385424497537315e-05,1.360106671199901e-05,6.862699706289277e-07,5.950826562184375e-06,4.011714736407157e-06,2.0292431145207956e-05,7.776600796205457e-06,4.910214556730352e-06,8.704825449967757e-05,7.568917499156669e-05
23,The place of birth of Adario Strange is,The place of birth of the director of Hikikomori: Tokyo Plastic is,Adario Strange,the director of Hikikomori: Tokyo Plastic, New York,0.0009986225049942732,0.0002976038958877325,6.743776611983776e-05,1.7088135791709647e-05,7.530493803642457e-06,0.0001660016132518649,2.0898090951959603e-05,4.988776345271617e-05,3.856817784253508e-05,6.52431626804173e-05,3.281020690337755e-05,2.020856481976807e-05,0.000296055426588282,0.00026108790189027786
24,The place of birth of Grover Jones is,The place of birth of the director of Thrilling Youth is,Grover Jones,the director of Thrilling Youth, Indiana,2.3630667783436365e-05,0.0010757948039099574,0.00026506074937060475,5.068848986411467e-05,3.239197758375667e-05,0.00015817592793609947,3.9337974158115685e-05,9.95356822386384e-05,7.993387407623231e-05,4.3604970414889976e-05,2.351855073357001e-05,8.424278348684311e-06,1.9964687453466468e-05,2.477967609593179e-05
25,The place of birth of J. Searle Dawley is,The place of birth of the director of The Death Dance is,J. Searle Dawley,the director of The Death Dance, Colorado,8.366703241335927e-07,0.00029437121702358127,0.0002716997405514121,5.376571061788127e-05,1.2787691957782954e-05,0.00025156777701340616,0.00018328693113289773,0.00047272234223783016,0.00015105029160622507,4.8025416617747396e-05,1.4385697795660235e-05,1.581850301590748e-05,1.0760333680082113e-05,1.9664632418425754e-05
26,The country of citizenship of Myriam Fox-Jerusalmi is,The country of citizenship of the mother of Noemie Fox is,Myriam Fox-Jerusalmi,the mother of Noemie Fox, French,3.3773164886952145e-06,2.009580839512637e-06,5.016935119783739e-06,3.523107079672627e-05,0.00014654277765657753,9.80269760475494e-05,1.466280718886992e-05,2.5522307623759843e-05,2.1770514649688266e-05,5.8043846365762874e-05,0.00024489557836204767,8.782213990343735e-05,0.00011686614016070962,0.00014018124784342945
27,The father of Dean Parisot is,The father of the director of Red 2 is,Dean Parisot,the director of Red 2, Aldo Parisot,1.5153068488871213e-05,0.00024962308816611767,1.9487564713926986e-05,9.40449463087134e-05,7.0968776526569854e-06,2.0510107788140886e-05,3.355819444550434e-06,1.629834684990783e-07,1.0274334272253327e-07,4.5125244696464506e-07,1.0517271675780648e-06,1.0546989415161079e-06,3.417804327909835e-05,1.6485761079820804e-05
28,The country of citizenship of Bonnie Tyler is,"The country of citizenship of the performer of ""What You Need From Me is",Bonnie Tyler,"the performer of ""What You Need From Me", United Kingdom,4.7360663302242756e-05,3.540924080880359e-05,4.082189843757078e-05,2.1100133380969055e-05,9.51323818298988e-06,8.568168414058164e-05,9.172469617624301e-06,7.171179845499864e-07,9.267733730666805e-06,2.2281361452769488e-05,2.016235839619185e-06,3.3553300227140426e-07,4.3285854189889506e-05,8.43240341055207e-05
29,The place of birth of Esther Gronenborn is,The place of birth of the director of Alaska.de is,Esther Gronenborn,the director of Alaska.de, Oldenburg,3.790291157201864e-05,8.975104719866067e-05,0.00028017594013363123,0.00012910118675790727,6.845716598036233e-06,1.0033064427261706e-05,5.6054075685096905e-05,0.0006364103173837066,0.0006104502826929092,0.004114252049475908,0.0010782190365716815,0.000121942677651532,7.097119669197127e-05,0.00019712361972779036
30,The date of death of Sargent Shriver is,The date of death of the father of Timothy Perry Shriver is,Sargent Shriver,the father of Timothy Perry Shriver," January 18, 2011",1.119423245654616e-06,6.782453510822961e-06,1.0840261893463321e-05,9.853835945250466e-05,3.0514773243339732e-05,0.0036998840514570475,0.0033270111307501793,0.002217293716967106,0.0005948384059593081,0.00045796181075274944,0.00016522497753612697,7.722731243120506e-05,0.0020798014011234045,0.0010196128860116005
31,The date of death of Prince Nikita Alexandrovich of Russia is,The date of death of the father of Prince Alexander Nikitich Romanov is,Prince Nikita Alexandrovich of Russia,the father of Prince Alexander Nikitich Romanov, 12 September 1974,0.0002675180439837277,0.00010269155609421432,5.416503336164169e-05,0.0005218716105446219,0.005967836827039719,0.017487721517682076,0.009057905524969101,0.004762624390423298,0.013774621300399303,0.00441340496763587,0.005325473845005035,0.0031217457726597786,0.0009914577240124345,0.0019928528927266598
32,The place of death of Dikkha is,The place of death of the spouse of Saw Thanda is,Dikkha,the spouse of Saw Thanda, Mrauk U,0.00027220274205319583,5.387393321143463e-05,1.872753637144342e-05,3.363759606145322e-05,5.028270243201405e-05,2.810324622259941e-05,0.00010753682727226987,0.00016813486581668258,0.00044888589764013886,0.00021492422092705965,0.0003083020565100014,0.00045783485984429717,0.0003493114490993321,0.0005828180001117289
33,The place of birth of Glenn Danzig is,The place of birth of the composer of Bullet is,Glenn Danzig,the composer of Bullet," Lodi, New Jersey",0.00025705943698994815,0.00027784748817794025,0.0003384402662049979,6.942335312487558e-05,2.4547334760427475e-06,6.2658818933414295e-06,2.722338649618905e-05,2.9335482395254076e-05,0.00010072757868329063,0.00010831702093128115,4.3051386455772445e-05,5.194149707676843e-06,0.00020421941007953137,0.00010006852971855551
34,The place of death of W. Duncan Mansfield is,The place of death of the director of Girl Loves Boy is,W. Duncan Mansfield,the director of Girl Loves Boy, Hollywood,1.2996079767901847e-08,7.16241999043632e-08,1.5657366247978644e-07,3.8286935932774213e-07,1.769291735342904e-08,1.1944574680455844e-06,4.608997272725901e-08,1.0733947419794276e-07,1.6046703521510608e-08,9.488510954724916e-08,7.500665866189138e-09,1.1550095102563773e-08,0.00010900602501351386,1.4419292710954323e-05
35,The place of birth of S. S. Wilson is,The place of birth of the director of Tremors 4: The Legend Begins is,S. S. Wilson,the director of Tremors 4: The Legend Begins, American,0.00041738434811122715,0.000747531303204596,0.00026958147645927966,6.165055674500763e-05,1.919082205859013e-05,0.00012743045226670802,0.0003695614286698401,0.0003705896669998765,0.00048753953888081014,0.00013318611308932304,3.790646223933436e-05,3.178261613356881e-05,0.00011011907190550119,7.56437802920118e-05
36,The place of birth of Jonathan Binney is,The place of birth of the father of Hibbert Newton Binney is,Jonathan Binney,the father of Hibbert Newton Binney, Hull,5.157551541401517e-08,1.8661534113562084e-06,4.2842992797886836e-07,1.7917926697919029e-06,5.0004136937786825e-06,9.309562301496044e-06,1.479879074395285e-06,1.7632069102546666e-06,4.363178334187978e-07,7.79413085183478e-07,2.3423713173542637e-06,1.5141617950575892e-06,1.0889211807807442e-05,9.50589219428366e-06
37,The country of citizenship of Eleanor of Austria is,"The country of citizenship of the mother of Maria of Portugal, Duchess of Viseu is",Eleanor of Austria,"the mother of Maria of Portugal, Duchess of Viseu", Spanish,4.352114410721697e-05,4.231904313201085e-05,0.00015837655519135296,1.3596632925327867e-05,3.1864015909377486e-05,0.0005102483555674553,2.411471723462455e-05,6.568222488567699e-06,2.3299389795283787e-05,0.00011683619959512725,0.00013282426516525447,1.4309296602732502e-05,0.00021618156461045146,0.00012057532148901373
38,The spouse of Michal Bat-Adam is,The spouse of the director of The Deserter's Wife is,Michal Bat-Adam,the director of The Deserter's Wife, Moshé Mizrahi,0.0017877385253086686,0.0010566702112555504,3.814837691606954e-05,1.757565223670099e-05,3.6637189623434097e-05,0.0002989179629366845,0.00014214376278687268,4.020712003693916e-05,5.810120273963548e-05,0.00010399232269264758,0.00016634470375720412,0.00022005834034644067,4.3531432311283424e-05,0.00012326259457040578
39,The country of citizenship of Callicrates is,The country of citizenship of the father of Phintys is,Callicrates,the father of Phintys, Athens,2.1935409222351154e-06,1.3479691460815957e-06,2.493827196303755e-06,2.458540620864369e-05,0.0008291781414300203,0.0002360207145102322,0.00010575174383120611,2.7350559321348555e-05,2.663491977727972e-05,0.0002770173887256533,0.0002589790092315525,6.989853136474267e-05,1.3608846529677976e-05,3.3147040085168555e-05
40,The date of death of Princess of Monaco is,The date of death of the mother of Albert II is,Princess of Monaco,the mother of Albert II," September 14, 1982",1.5785366485943086e-05,3.996633313363418e-05,0.0001666947064222768,0.0003158737381454557,0.0006943444022908807,0.004088062793016434,0.04370485991239548,0.05921400338411331,0.017595447599887848,0.04397466406226158,0.026419030502438545,0.010523118078708649,0.0012707054847851396,0.004670420195907354
41,The place of birth of Marcela Agoncillo is,The place of birth of the mother of Lorenza Marino Agoncillo is,Marcela Agoncillo,the mother of Lorenza Marino Agoncillo," Taal, Batangas",1.549347643958754e-06,1.2780884389940184e-05,1.740505285852123e-05,1.8466236724634655e-05,8.536954737792257e-06,2.2919841740076663e-06,5.295045184539049e-07,2.5976335109589854e-06,2.1555397324846126e-06,1.4708526805407018e-06,5.2037917157576885e-06,3.057992216781713e-06,5.902039447391871e-06,7.258941877807956e-06
42,The country of citizenship of Ilich Ramírez Sánchez is,The country of citizenship of the spouse of Isabelle Coutant-Peyre is,Ilich Ramírez Sánchez,the spouse of Isabelle Coutant-Peyre, Venezuelan,1.9443417841102928e-05,0.0002389059663983062,0.0001674957456998527,0.00022139995417091995,0.0003597853647079319,0.00037140605854801834,0.0003763213462661952,0.0010175684001296759,0.0014738335739821196,0.00019615975907072425,5.982494622003287e-05,3.815331729128957e-05,5.33457432538853e-06,1.6099222193588503e-05
43,The place of death of Elizabeth of York is,The place of death of the mother of Elizabeth Tudor is,Elizabeth of York,the mother of Elizabeth Tudor, Tower,8.756475835980382e-06,3.723420013557188e-05,1.2444360436347779e-05,8.759735464991536e-06,1.5073249414854217e-05,0.00012407511530909687,7.354650733759627e-05,6.357859092531726e-05,3.290650784038007e-05,7.275330426637083e-05,0.00010086189286084846,0.00010708063200581819,2.0116474843234755e-05,3.722566179931164e-05
44,The place of birth of Lydia Maria Child is,The place of birth of the spouse of David Lee Child is,Lydia Maria Child,the spouse of David Lee Child," Medford, Massachusetts",1.290367163164774e-05,4.98348890687339e-05,2.918213067459874e-05,1.2768808119290043e-05,3.4493561997805955e-06,7.089534847182222e-06,3.7656361655535875e-06,1.2331420293776318e-05,2.2970427835389273e-06,2.526764728827402e-05,4.475812966120429e-05,9.223901724908501e-05,2.5654737783042947e-06,1.382392474624794e-05
45,The date of birth of Mechthild of Bavaria is,"The date of birth of the mother of Philip II, Margrave of Baden-Baden is",Mechthild of Bavaria,"the mother of Philip II, Margrave of Baden-Baden", 12 July 1532,8.126326429191977e-05,0.0006591494311578572,0.0002244517090730369,0.0016925144009292126,0.01003706268966198,0.07168927043676376,0.008441842161118984,0.01633312739431858,0.02512896992266178,0.004266100935637951,0.0016378554282709956,0.001909893937408924,0.0018070506630465388,0.005009065847843885
46,The place of birth of Charles VII is,The place of birth of the father of Marie Marguerite de Valois is,Charles VII,the father of Marie Marguerite de Valois, Paris,1.5223698028421495e-05,3.762490678127506e-06,2.179299599447404e-06,8.342510113834578e-07,2.181753643526463e-06,4.13368979934603e-06,7.052877663227264e-06,8.659710147185251e-06,2.427415893180296e-06,7.28268716443381e-08,1.5688679013692308e-06,4.762777280120645e-06,0.0005017031216993928,0.00013082358054816723
47,The place of death of Gustavo Alatriste is,The place of death of the director of Las tecnologías pesqueras is,Gustavo Alatriste,the director of Las tecnologías pesqueras," Houston, Texas",2.2462814740720205e-05,0.00013608316658064723,5.4258183808997273e-05,3.29630529449787e-05,2.5680197722977027e-05,0.00019087088003288954,5.628417056868784e-06,2.1411973648355342e-05,2.773496134977904e-06,6.288713620961062e-07,3.7321166246329085e-07,3.317413899139865e-08,2.9411075956886634e-05,7.105721579137025e-06
48,The spouse of Selena is,The spouse of the performer of Cien Años is,Selena,the performer of Cien Años, Chris Pérez,2.7166632207809016e-05,2.1690448193112388e-05,1.0114963515661657e-06,1.3312337614479475e-05,1.9518138287821785e-05,7.319805445149541e-05,4.382578481454402e-05,5.705905641661957e-05,1.583479570399504e-05,3.5995155485579744e-05,4.334152981755324e-05,7.354655099334195e-05,8.231681363213283e-07,1.2596203305292875e-05
49,Mansoor Khan received the,The director of Jo Jeeta Wohi Sikandar received the,Mansoor Khan,the director of Jo Jeeta Wohi Sikandar, Filmfare Award for Best Director,8.803509672361542e-07,6.591914143427857e-07,3.5459603964227426e-07,5.856673723769745e-08,1.5572720712953014e-07,1.3052807616986684e-06,1.6868954162418959e-06,1.3140682995071984e-06,1.1967863429163117e-06,1.7688223863387975e-07,4.0535010015219086e-08,5.198676689133208e-08,0.00023058010265231133,1.7617241610423662e-05
50,The country of citizenship of Bart Sibrel is,The country of citizenship of the director of Astronauts Gone Wild is,Bart Sibrel,the director of Astronauts Gone Wild, American,7.470710261259228e-05,3.017976814589929e-05,2.702097663132008e-05,3.65507003152743e-05,4.24975914938841e-05,0.00026609335327520967,0.0005265726358629763,0.0005340608186088502,0.0003226153494324535,0.0003947654040530324,0.0006432391237467527,0.00014377602201420814,0.00020560166740324348,0.00017843519162852317
51,The place of birth of Muhammad Ali Jinnah is,The place of birth of the spouse of Emibai Jinnah is,Muhammad Ali Jinnah,the spouse of Emibai Jinnah, Karachi,7.668082616874017e-06,0.00016322184819728136,1.316579437116161e-05,7.554699550382793e-06,3.9705219023744576e-06,4.6063691115705296e-05,4.606605671142461e-06,9.639875497668982e-05,0.00010906559327850118,0.00036741700023412704,0.0006098649464547634,0.003274323185905814,1.261148281628266e-05,0.00012782502744812518
52,The place of birth of Jelena Zrinska is,The place of birth of the spouse of Francis I Rákóczi is,Jelena Zrinska,the spouse of Francis I Rákóczi, Ozalj,2.3319339561567176e-06,6.079056674934691e-06,3.7108022752363468e-06,2.7569501980906352e-05,5.767288712377194e-06,3.481204839772545e-05,9.966718062059954e-05,2.468514685460832e-05,2.024917193921283e-05,1.0127710083907004e-05,1.409533251717221e-05,2.0781197235919535e-05,2.496216211511637e-06,7.828451998648234e-06
53,The place of birth of W. P. Kellino is,The place of birth of the director of Pay Box Adventure is,W. P. Kellino,the director of Pay Box Adventure, London,3.5999542546960583e-07,4.087107299710624e-05,4.327976057538763e-06,9.108238737098873e-05,2.348362613702193e-05,9.910753578878939e-05,4.126060593989678e-05,0.00012048787903040648,1.5311422885133652e-06,9.59090698415821e-07,4.274836555850925e-07,1.617959355826315e-06,0.00040227005956694484,0.0001322754833381623
54,The employer of Chip Gubera is,The employer of the director of Academy of Doom is,Chip Gubera,the director of Academy of Doom, University of Missouri,1.8899699227858946e-07,2.6501538741285913e-05,2.0310655600042082e-05,2.0442625100258738e-05,4.3138472392456606e-05,0.00024439251865260303,0.0006243003881536424,0.00135798507835716,0.0012252419255673885,0.0009708584984764457,0.0001581720425747335,2.4333280634891707e-06,4.1720377339515835e-05,4.668848850997165e-05
55,The place of birth of Lacy J. Dalton is,The place of birth of the performer of Slow Down is,Lacy J. Dalton,the performer of Slow Down, Bloomsburg,2.4275625037262216e-05,9.846118700806983e-06,8.176877486221201e-07,4.650995037991379e-07,7.560102233128418e-08,6.246931434361613e-07,4.488636662358658e-08,1.5961591159907584e-08,7.616552721856351e-08,9.750622353976723e-08,1.5193318603223815e-08,2.4187804115172185e-07,5.40570035809651e-05,2.991292240039911e-05
56,The place of birth of Salvatore Piscicelli is,The place of birth of the director of Blues metropolitano is,Salvatore Piscicelli,the director of Blues metropolitano, Pomigliano d'Arco,9.534040259495669e-07,7.031335826468421e-06,2.1795337943331106e-06,6.285905328695662e-06,2.393130898781237e-06,1.8119095557267428e-06,6.082655090722255e-07,9.528893087917822e-07,7.527363976578272e-08,4.80851554129913e-07,7.192030011538009e-07,3.394753775864956e-07,1.7548682080814615e-05,7.96793756308034e-06
57,The place of death of Ludowika Margaretha of Zweibrücken-Bitsch is,The place of death of the mother of Johanna Sibylla of Hanau-Lichtenberg is,Ludowika Margaretha of Zweibrücken-Bitsch,the mother of Johanna Sibylla of Hanau-Lichtenberg, Bouxwiller,5.2934829000150785e-06,2.974894960061647e-05,2.244507777504623e-05,5.8408146287547424e-05,0.00014323076175060123,4.015524245915003e-05,1.24498092191061e-05,1.8032012576441048e-06,2.0685724848590326e-06,6.999375159466581e-07,6.296647825365653e-07,1.4015977285453118e-06,1.7614205489735468e-06,2.48607580033422e-06
58,The spouse of Edward Buzzell is,The spouse of the director of Ann Carver's Profession is,Edward Buzzell,the director of Ann Carver's Profession, Ona Munson,0.00014686986105516553,3.264963743276894e-05,1.0391925570729654e-05,4.13074531024904e-06,6.194238721946022e-07,2.042946789515554e-06,9.36367541726213e-06,2.4512441086699255e-05,6.8627823566203006e-06,1.1636731869657524e-05,2.74279409495648e-05,1.270281063625589e-05,3.7333388718252536e-06,1.265563605556963e-05
59,The date of birth of Iyasu I is,The date of birth of the father of Bakaffa is,Iyasu I,the father of Bakaffa, 1654,1.9405131752137095e-05,5.925217192270793e-05,1.1124791853944771e-05,9.223350207321346e-05,0.0008057196391746402,0.0016792124370113015,0.009540172293782234,0.002506065182387829,0.0009066369966603816,7.640280819032341e-05,0.0012048400240018964,0.005658580921590328,0.0016819934826344252,0.002362041035667062
