explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
A tsunami off the coast of Japan resulted in the nuclear disaster at,A seismic sea wave following an earthquake off the coast of Japan resulted in the nuclear disaster at,tsunami,seismic sea wave following an earthquake, Fukushima Daiichi,0.0003939542220905423,0.0024593956768512726,0.0020444514229893684,0.009394364431500435,0.007883830927312374,0.00995307881385088,0.01574105955660343,0.013730941340327263,0.09585291147232056,0.4803963601589203,0.7637227177619934,0.7156899571418762,0.2589372396469116,0.33510521054267883
John F Kennedy was assassinated by a person named,The 35th president of the United States was assassinated by a person named,John F Kennedy,The 35th president of the United States, Lee Harvey Oswald,2.3617853003088385e-05,4.748886567540467e-05,9.597298230801243e-06,1.979124681383837e-05,2.8347887564450502e-05,0.00014403490058612078,8.750952110858634e-05,0.0001862171629909426,0.0003560529148671776,0.00131235271692276,0.0013875061413273215,0.0026381302159279585,0.0039267465472221375,0.004911045078188181
The best-selling song of Queen is called,"The best-selling song of the band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon is called",Queen,"The band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon", Bohemian Rhapsody,7.076916972437175e-06,1.7251872122869827e-05,6.063413820811547e-06,3.200552100679488e-06,9.130278158409055e-06,3.914557510142913e-06,7.118022949725855e-06,2.364020110690035e-05,2.417467112536542e-05,9.986360964830965e-06,1.2452747796487529e-05,9.032062735059299e-06,2.1163656128919683e-05,1.6368036085623316e-05
William Thomson did important work in the formulation of the first and second laws of,Lord Kelvin did important work in the formulation of the first and second laws of,William Thomson,Lord Kelvin, thermodynamics,3.424632814130746e-05,2.4848633984220214e-05,7.726634794380516e-05,0.00018253274902235717,0.0002316538739250973,0.0014093286590650678,0.002810403471812606,0.005660532508045435,0.006949131842702627,0.008938471786677837,0.037331655621528625,0.05445320904254913,0.580410361289978,0.3651562035083771
The real name of the actor and rapper Will Smith is,The real name of the actor and rapper The Fresh Prince is,Will Smith,The Fresh Prince, Willard Carroll Smith II,1.3148610378266312e-05,2.5537878173054196e-05,3.2181484129978344e-05,2.440480238874443e-05,0.00010191192268393934,4.370651367935352e-05,3.39636389981024e-05,6.018693238729611e-05,4.8524241719860584e-05,0.00011489198368508369,0.0004950772854499519,0.001704885857179761,0.0016953389858826995,0.002928802976384759
Katy Perry's top album is called,Katheryn Elizabeth Hudson's top album is called,Katy Perry,Katheryn Elizabeth Hudson, Teenage Dream,1.351604896626668e-05,3.877350900438614e-05,5.434204649645835e-05,5.51651137357112e-05,5.366204277379438e-05,7.172705954872072e-05,0.00011704783537425101,0.00010109548748005182,0.00017430924344807863,0.00020226562628522515,0.0002807794662658125,0.00045243537169881165,0.0003208424022886902,0.0007211995543912053
Ernest Gary Gygax died in the town of,The creator of Dungeons & Dragons died in the town of,Ernest Gary Gygax,The creator of Dungeons & Dragons," Lake Geneva, Wisconsin, U.S.",7.958727110235486e-06,4.8819852963788435e-05,8.35157698020339e-05,0.00011758758773794398,0.000248814671067521,0.00025986615219153464,0.0003255394985899329,0.0003576220478862524,0.0004028439288958907,0.0006936533027328551,0.0012694941833615303,0.003452498931437731,0.00227838265709579,0.002711367793381214
Richard Garfield received a Bachelor of Science degree in the field of,The creator of Magic: The Gathering received a Bachelor of Science degree in field of,Richard Garfield,The creator of Magic: The Gathering, computer mathematics,5.877690637134947e-05,5.540992788155563e-05,8.061753760557622e-05,7.596809882670641e-05,0.0001339219743385911,0.0002894823264796287,0.0002155107504222542,0.001134235761128366,0.001614625914953649,0.003782210871577263,0.004419329110532999,0.013149354606866837,0.09150607138872147,0.014487793669104576
Emperor Vespasian introduced a tax on this bodily fluid,The fourth and last emperor who reigned in the Year of the Four Emperors introduced a tax on this bodily fluid,Emperor Vespasian,The fourth and last emperor who reigned in the Year of the Four Emperors, urin,1.6608782971161418e-05,4.2754134483402595e-05,4.681917198468e-05,7.508527778554708e-05,5.800496001029387e-05,6.18316262261942e-05,0.00015666904801037163,6.315455539152026e-05,8.568449993617833e-05,0.0001653888903092593,2.854089871107135e-05,9.179622793453746e-06,6.366921752487542e-06,3.3109072319348343e-06
"Ludwig II ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake","Der Märchenkönig ('the Fairy Tale King') ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake",Ludwig II,Der Märchenkönig ('the Fairy Tale King')," Starnberg, Bavaria, German Empire",4.041169449919835e-05,0.0001744883047649637,0.0003533071430865675,0.00041380635229870677,0.0006948413792997599,0.0025605515111237764,0.002896361518651247,0.0030233957804739475,0.003121703863143921,0.006067339330911636,0.0074623264372348785,0.009694726206362247,0.004190415143966675,0.0037922144401818514
Alexander the Great was tutored by the philosopher called,The man who conquered most of the known world was tutored by the philosopher called,Alexander the Great,The man who conquered the world, Aristotle,0.00011794071906479076,0.00012915331171825528,0.00014024466508999467,0.0002809990255627781,0.0003143587091472,0.0008921821718104184,0.0011615880066528916,0.006108260713517666,0.003761393018066883,0.011743094772100449,0.05298350378870964,0.06777264177799225,0.0651421919465065,0.07997949421405792
Steve Rogers is famous for his,The first avenger is famous for his,Steve Rogers,The first avenger, shield,2.846771531039849e-05,3.2686035410733894e-05,5.266500738798641e-05,5.622448225039989e-05,0.0001097783533623442,7.542939420090988e-05,4.4883716327603906e-05,2.87979837594321e-05,6.561377085745335e-05,6.186969403643161e-05,6.362212297972292e-05,4.882438588538207e-05,0.00016775427502579987,4.5307810069061816e-05
Thomas Jennings invented a method for removing,The first African-American to hold a patent invented a method for removing,Thomas Jennings,The first African-American to hold a patent, dirt and grease from clothing,4.948683636030182e-05,0.0002424075355520472,0.00012965452333446592,0.00010147068678634241,6.343743007164448e-05,0.0002486056473571807,0.0002361051010666415,0.00016876736481208354,0.00026551008340902627,0.0006678832578472793,0.0011987242614850402,0.001070534810423851,0.005264782812446356,0.0031282221898436546
Leonardo da Vinci was born in the modern-day country of,The painter of the Mona Lisa was born in the modern-day country of,Leonardo da Vinci,The painter of the Mona Lisa, Italy,9.738604421727359e-05,7.584185368614271e-05,9.764898277353495e-05,0.00036378984805196524,0.00046627686242572963,0.001801983336918056,0.00439422857016325,0.006381886079907417,0.019279880449175835,0.041507821530103683,0.046644385904073715,0.08989830315113068,0.015269801020622253,0.023297205567359924
