Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,8.2670382539618e-08,4.94850240784217e-08,1.4895978672768706e-08,1.9144602347864748e-08,3.4819567673594065e-08,1.8491165931777687e-08,4.790210894611846e-08,1.0861437260700768e-07,4.2352107243459614e-07,5.192621301830513e-07,4.099545662938908e-07,0.00017921830294653773,0.0001903028169181198,4.937221092404798e-05
11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,3.919914703942595e-08,3.61034793172621e-08,1.7260234130844765e-07,4.415807381974446e-07,7.514573496791854e-08,9.00653134294771e-08,2.849899942702905e-07,2.4866508852028346e-07,6.230949622931803e-08,9.3019281166562e-08,8.444148846820099e-08,2.42023106693523e-05,3.4326938475714996e-05,7.732910307822749e-05
12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,7.548631401732564e-06,7.581807494716486e-06,6.606804163311608e-06,6.217846930667292e-06,1.6467512296003406e-06,2.561676183177042e-06,9.028585736814421e-07,5.865852017450379e-07,1.1693541068780178e-07,7.321745698618543e-08,8.0680749192652e-08,4.067462214152329e-05,5.710366531275213e-05,0.00018027036276180297
13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,1.267373495039692e-08,7.213567698727275e-08,3.2650735448669366e-08,1.9258903360963586e-09,2.532680065669979e-09,6.0195075590741e-09,6.624814030686821e-09,5.496545996130919e-10,1.434881796713583e-10,1.110421643524262e-09,4.05273192782829e-09,1.1700097957145772e-06,8.476534389956214e-07,1.0843669770110864e-05
14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,5.295168375596404e-05,1.7712609405862167e-05,1.0798013136081863e-05,3.058892616536468e-05,2.7986847271677107e-05,4.892154174740426e-05,3.34794276568573e-05,3.857769479509443e-05,6.7047685661236756e-06,2.753367425611941e-06,1.2474066579670762e-06,0.0013030236586928368,0.002522627590224147,0.0007949296268634498
15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,1.8958614873554325e-06,2.285526932155335e-07,2.0710335491003207e-07,5.5557300981945446e-08,5.114185519516923e-09,2.9311277849330963e-09,5.4043303165940415e-09,2.2215427719629588e-08,5.932456303980871e-09,9.907786396867735e-11,2.4064897297115806e-10,1.9040737697650911e-06,4.664736934500979e-06,5.212684300204273e-06
16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,1.1409828175601433e-06,6.91104276029364e-07,2.9611689456032764e-07,4.763609524616186e-07,1.3852647384737793e-07,4.2961083579484693e-08,2.547743527259172e-08,4.7574630457347666e-08,1.6008142367240907e-08,4.215810989194324e-08,9.159359137811407e-08,4.861474735662341e-05,0.00011316976451780647,0.0001679572742432356
17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,0.000361849699402228,6.468372885137796e-05,3.66216481779702e-05,1.2547485312097706e-05,5.808921287098201e-06,9.079928531718906e-06,1.0697197012632387e-06,1.9921985767723527e-06,2.451742773246224e-07,1.2843418062402634e-07,4.214983917449899e-08,0.0007223347784020007,0.0015453097876161337,0.0006742554251104593
18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,9.39993824999874e-08,1.7228869353402843e-07,2.2828602652680274e-07,1.2584885098476661e-06,6.687207587674493e-07,8.641699764666555e-07,7.824350518603751e-07,2.4565156309108716e-06,1.0149401532544289e-06,1.282045218431449e-06,2.1281468889355892e-06,6.517371366498992e-05,0.00010031083365902305,0.00010867132368730381
19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,8.492580491292756e-06,1.2247384120200877e-06,2.655379205407371e-07,2.325785999346408e-07,1.521428458772789e-07,9.569941994413966e-07,3.833924324680993e-07,1.0198056088484009e-07,6.322732559738142e-08,3.9688881514621244e-08,5.2406711859021016e-08,5.748351213696878e-06,7.592391739308368e-06,1.7091686459025368e-05
20,The spouse of Faith Evans is,The spouse of the performer of Burnin' Up is,Faith Evans,the performer of Burnin' Up, Notorious B.I.G.,1.6553984096390195e-05,7.529409049311653e-05,5.049142419011332e-05,5.491537012858316e-05,2.046134068223182e-05,4.918993727187626e-05,4.515711043495685e-05,1.4910539903212339e-05,2.3591758235852467e-06,8.798808153187565e-07,1.7944194041774608e-06,0.0001028065089485608,8.251595863839611e-05,7.807506335666403e-05
21,Jerzy Skolimowski was educated at,The director of Walkover was educated at,Jerzy Skolimowski,the director of Walkover, National Film School in Łódź,8.473485650029033e-06,8.559647994843544e-07,3.2123247706294933e-07,1.012534767141915e-06,1.1677268958010245e-05,1.889141094579827e-05,4.526184511632891e-06,6.648627390859474e-07,1.161834916274529e-06,2.6924840312858578e-06,4.104966592421988e-06,0.00022041423653718084,0.00022645716671831906,0.00023772833810653538
22,The place of death of Nefertiti is,The place of death of the mother of Ankhesenamun is,Nefertiti,the mother of Ankhesenamun, Amarna,0.0002591271768324077,4.125771374674514e-05,9.338196832686663e-06,3.8118156226119027e-05,5.319177489582216e-06,8.28999236546224e-06,8.727842214284465e-06,4.517118668445619e-06,1.1134917485833284e-06,4.286825685539952e-07,1.1012875802407507e-06,8.768307452555746e-05,8.704825449967757e-05,7.568917499156669e-05
23,The place of birth of Adario Strange is,The place of birth of the director of Hikikomori: Tokyo Plastic is,Adario Strange,the director of Hikikomori: Tokyo Plastic, New York,3.327752710902132e-05,4.240601811034139e-06,3.558938260539435e-06,4.4230232560948934e-06,5.883577614440583e-06,3.1522456993116066e-05,3.1618155844626017e-06,3.6413223369891057e-06,3.9782901239959756e-07,1.1472947392121569e-07,3.087650611632853e-06,0.00030619019526056945,0.000296055426588282,0.00026108790189027786
24,The place of birth of Grover Jones is,The place of birth of the director of Thrilling Youth is,Grover Jones,the director of Thrilling Youth, Indiana,2.28196995522012e-07,2.3340437849128648e-07,1.5303164957458648e-07,2.0844207426762296e-07,6.234981242414506e-08,2.342303986324623e-07,2.3920338776406425e-07,4.6336054992934805e-08,1.2728189346944419e-07,7.551360425850362e-08,3.837078565993579e-07,1.5350489775300957e-05,1.9964687453466468e-05,2.477967609593179e-05
25,The place of birth of J. Searle Dawley is,The place of birth of the director of The Death Dance is,J. Searle Dawley,the director of The Death Dance, Colorado,1.1439335878549173e-07,3.8523771195286827e-07,1.2187331321911188e-07,1.8054909389775275e-07,7.253102296544967e-08,1.4435329376283335e-07,4.356699889740412e-08,2.2357461659794353e-08,2.0598017513862033e-08,5.40169908802568e-09,2.3456951936395853e-08,6.9573643486364745e-06,1.0760333680082113e-05,1.9664632418425754e-05
26,The country of citizenship of Myriam Fox-Jerusalmi is,The country of citizenship of the mother of Noemie Fox is,Myriam Fox-Jerusalmi,the mother of Noemie Fox, French,4.201047261176427e-07,8.032143483660548e-08,6.077419811845175e-08,1.723067981629356e-07,1.1236155472715836e-07,1.9630947178939095e-07,7.073818864000714e-08,8.427611675188018e-08,1.697949016943312e-07,3.9883020690467674e-06,1.1496694241941441e-05,0.00014428631402552128,0.00011686614016070962,0.00014018124784342945
27,The father of Dean Parisot is,The father of the director of Red 2 is,Dean Parisot,the director of Red 2, Aldo Parisot,1.7661939466506738e-07,5.17122771270806e-08,2.867167658848757e-08,1.6349831355455535e-07,3.38599548399543e-08,1.583200202048829e-07,1.5846212875203491e-07,3.086769595483929e-08,1.4036801943007049e-08,8.885623259402564e-08,2.4704540919628926e-06,3.703777110786177e-05,3.417804327909835e-05,1.6485761079820804e-05
28,The country of citizenship of Bonnie Tyler is,"The country of citizenship of the performer of ""What You Need From Me is",Bonnie Tyler,"the performer of ""What You Need From Me", United Kingdom,3.000896867888514e-06,1.5343406403189874e-06,3.77620494873554e-07,2.1283338469402224e-07,7.532557333433942e-08,3.620228028466954e-08,2.9126345779673102e-08,3.4178064822754095e-09,2.0816186552252702e-09,5.148814263833401e-09,3.7767978966485316e-08,3.0007560781086795e-05,4.3285854189889506e-05,8.43240341055207e-05
29,The place of birth of Esther Gronenborn is,The place of birth of the director of Alaska.de is,Esther Gronenborn,the director of Alaska.de, Oldenburg,6.235280380906261e-08,6.262855833938374e-08,2.0286337942820865e-08,2.269949916922087e-08,4.3817880879259974e-08,4.181856638751924e-07,4.5595521669383743e-07,1.3797942699511623e-07,1.233042823400865e-08,6.447710632073722e-08,3.766200791233132e-07,7.253304647747427e-05,7.097119669197127e-05,0.00019712361972779036
30,The date of death of Sargent Shriver is,The date of death of the father of Timothy Perry Shriver is,Sargent Shriver,the father of Timothy Perry Shriver," January 18, 2011",8.255733519035857e-07,2.467180308940442e-07,9.165528069843276e-08,4.19661517980785e-07,1.646113361175594e-07,2.5258049163312535e-07,7.827071044630429e-07,1.0938239029201213e-05,1.37757342599798e-06,1.0702263352868613e-05,8.599917237006593e-06,0.0014428106369450688,0.0020798014011234045,0.0010196128860116005
31,The date of death of Prince Nikita Alexandrovich of Russia is,The date of death of the father of Prince Alexander Nikitich Romanov is,Prince Nikita Alexandrovich of Russia,the father of Prince Alexander Nikitich Romanov, 12 September 1974,0.00011762975191231817,3.242089951527305e-05,3.3809006708906963e-05,3.723128975252621e-05,3.594410009100102e-05,0.00010075929458253086,3.29634640365839e-05,4.243935472914018e-05,3.6591875414160313e-06,4.898038810097205e-07,8.977966103884683e-08,0.0004886877140961587,0.0009914577240124345,0.0019928528927266598
32,The place of death of Dikkha is,The place of death of the spouse of Saw Thanda is,Dikkha,the spouse of Saw Thanda, Mrauk U,6.987408414715901e-05,2.174896508222446e-05,7.375754648819566e-06,1.3175513231544755e-05,8.996834367280826e-06,3.096289901804994e-06,7.053533863654593e-07,1.284049176319968e-06,2.7449223694020475e-07,7.256735443661455e-07,1.759813130775001e-06,0.0002402175887254998,0.0003493114490993321,0.0005828180001117289
33,The place of birth of Glenn Danzig is,The place of birth of the composer of Bullet is,Glenn Danzig,the composer of Bullet," Lodi, New Jersey",0.000420876283897087,2.3871558369137347e-05,1.0321817171643488e-05,1.7115851733251475e-05,9.490333468420431e-06,1.7486914657638408e-05,2.8367305731080705e-06,1.5627537095497246e-06,2.793585736071691e-07,2.010659585494068e-07,3.591743791275803e-07,0.0002022913977270946,0.00020421941007953137,0.00010006852971855551
34,The place of death of W. Duncan Mansfield is,The place of death of the director of Girl Loves Boy is,W. Duncan Mansfield,the director of Girl Loves Boy, Hollywood,6.833053589616611e-07,7.904583299023216e-07,3.1912677513901144e-06,8.482036719215102e-06,2.1426103558042087e-06,2.9674065444851294e-06,6.679547936982999e-07,2.364679858146701e-06,1.1560847497094073e-06,3.0613962280767737e-06,1.084859195543686e-05,0.00011785899550886825,0.00010900602501351386,1.4419292710954323e-05
35,The place of birth of S. S. Wilson is,The place of birth of the director of Tremors 4: The Legend Begins is,S. S. Wilson,the director of Tremors 4: The Legend Begins, American,1.3700641829927918e-05,2.9852099032723345e-06,8.627430929664115e-07,4.768656935993931e-07,2.386255459896347e-07,3.982844134498009e-07,7.403334478794932e-08,1.544653827068032e-07,7.874158569620704e-08,2.3678867933085712e-07,5.623417678179976e-07,8.953702490543947e-05,0.00011011907190550119,7.56437802920118e-05
36,The place of birth of Jonathan Binney is,The place of birth of the father of Hibbert Newton Binney is,Jonathan Binney,the father of Hibbert Newton Binney, Hull,2.5845613649266852e-08,3.551072680352263e-08,3.563891581848111e-08,2.0027348668349987e-08,5.794274837711555e-09,2.3231667256595756e-08,1.5471369962938297e-08,4.747302106977713e-09,5.775409928077124e-09,4.310241052962738e-09,1.1210153694207747e-08,5.401244834501995e-06,1.0889211807807442e-05,9.50589219428366e-06
37,The country of citizenship of Eleanor of Austria is,"The country of citizenship of the mother of Maria of Portugal, Duchess of Viseu is",Eleanor of Austria,"the mother of Maria of Portugal, Duchess of Viseu", Spanish,3.9616102185391355e-06,5.411220627138391e-07,4.280213374840969e-07,5.807820002701192e-07,6.053435868125234e-07,1.1290867405477911e-06,8.424607926826866e-07,6.599891548830783e-07,8.188462743419223e-07,8.221114512707572e-06,1.1995738532277755e-05,0.00022818404249846935,0.00021618156461045146,0.00012057532148901373
38,The spouse of Michal Bat-Adam is,The spouse of the director of The Deserter's Wife is,Michal Bat-Adam,the director of The Deserter's Wife, Moshé Mizrahi,4.256497777532786e-05,1.1208070645807311e-05,1.5429624227181193e-06,4.703897502622567e-06,3.915871729986975e-06,4.944881766277831e-06,7.500003675886546e-07,2.082755372612155e-07,6.246453665426088e-08,2.0386396570870602e-08,6.90764068167482e-08,3.888469291268848e-05,4.3531432311283424e-05,0.00012326259457040578
39,The country of citizenship of Callicrates is,The country of citizenship of the father of Phintys is,Callicrates,the father of Phintys, Athens,4.981971724049572e-09,7.799102696992577e-09,8.913227489415476e-09,4.234895101262737e-08,2.9197575912576212e-08,3.295004269432411e-09,5.942957681526195e-09,4.507858530899966e-09,1.729345111556313e-09,4.589792013121041e-08,8.828471891320078e-07,9.750186109158676e-06,1.3608846529677976e-05,3.3147040085168555e-05
40,The date of death of Princess of Monaco is,The date of death of the mother of Albert II is,Princess of Monaco,the mother of Albert II," September 14, 1982",1.566643732076045e-05,2.5279878173023462e-06,6.221468993317103e-07,2.1206676592555596e-06,2.50494423426062e-07,4.088778382538294e-07,1.2718924153887201e-06,1.3525978829420637e-05,1.850138460213202e-06,6.476631824625656e-06,1.9459769191598753e-06,0.0010893162107095122,0.0012707054847851396,0.004670420195907354
41,The place of birth of Marcela Agoncillo is,The place of birth of the mother of Lorenza Marino Agoncillo is,Marcela Agoncillo,the mother of Lorenza Marino Agoncillo," Taal, Batangas",3.550759629433742e-06,7.226563525364327e-07,6.592951535822067e-07,1.0204719274042873e-06,7.006666180586762e-08,1.1370627106543907e-08,2.704391155461394e-09,8.644836846372073e-09,1.5701878686158466e-09,6.386092210597383e-10,1.8887118258259505e-10,2.874156962207053e-06,5.902039447391871e-06,7.258941877807956e-06
42,The country of citizenship of Ilich Ramírez Sánchez is,The country of citizenship of the spouse of Isabelle Coutant-Peyre is,Ilich Ramírez Sánchez,the spouse of Isabelle Coutant-Peyre, Venezuelan,5.444231376827702e-08,1.1373082742238694e-07,4.4835232415607607e-08,1.7771684213130357e-07,1.3658419106832298e-07,1.0163876140723005e-06,1.3228734019321564e-07,1.6076945996701397e-08,8.605942625194984e-09,1.056227461049275e-07,3.4716194363682007e-07,6.9625671130779665e-06,5.33457432538853e-06,1.6099222193588503e-05
43,The place of death of Elizabeth of York is,The place of death of the mother of Elizabeth Tudor is,Elizabeth of York,the mother of Elizabeth Tudor, Tower,2.425469756417442e-05,6.417887732368399e-08,8.671778850555256e-09,6.219170245458372e-08,5.22146450521177e-08,5.743918336520437e-07,1.3168580892397586e-07,2.445450775212521e-07,4.431462485854354e-08,3.1790938237463706e-07,9.106638003686385e-07,2.7780090022133663e-05,2.0116474843234755e-05,3.722566179931164e-05
44,The place of birth of Lydia Maria Child is,The place of birth of the spouse of David Lee Child is,Lydia Maria Child,the spouse of David Lee Child," Medford, Massachusetts",1.5961886674631387e-05,5.3054550335218664e-06,1.8346810293223825e-06,1.8287440752828843e-06,5.360715817914752e-07,2.5085972765737097e-07,3.5760376704274677e-07,6.096565385860231e-08,4.084272364757169e-10,4.73267369738295e-10,1.872406119041159e-10,1.147480247709609e-06,2.5654737783042947e-06,1.382392474624794e-05
45,The date of birth of Mechthild of Bavaria is,"The date of birth of the mother of Philip II, Margrave of Baden-Baden is",Mechthild of Bavaria,"the mother of Philip II, Margrave of Baden-Baden", 12 July 1532,0.00015545994392596185,2.1107412976562046e-05,9.565121217747219e-06,1.692341720627155e-05,8.264613825303968e-06,1.152289769379422e-05,1.9044780856347643e-05,3.6520093999570236e-05,1.3652685083798133e-05,5.072491603641538e-06,2.2745343812857755e-06,0.0012505910126492381,0.0018070506630465388,0.005009065847843885
46,The place of birth of Charles VII is,The place of birth of the father of Marie Marguerite de Valois is,Charles VII,the father of Marie Marguerite de Valois, Paris,9.9711478185327e-08,1.5729489177829237e-07,3.537005284215411e-07,1.1206512340322661e-07,1.5931595598317472e-08,1.9896440051070385e-08,8.077408075735093e-09,2.6169750810822734e-08,7.366024590282905e-08,0.00017447522259317338,2.8540187486214563e-05,0.0005543711013160646,0.0005017031216993928,0.00013082358054816723
47,The place of death of Gustavo Alatriste is,The place of death of the director of Las tecnologías pesqueras is,Gustavo Alatriste,the director of Las tecnologías pesqueras," Houston, Texas",1.3152014162187697e-06,2.8066361323908495e-07,4.3221072587584786e-07,7.416192033815605e-07,5.4422532258513456e-08,1.0167140374051087e-07,4.981098200573797e-08,9.612700324623802e-08,5.337897945878467e-08,2.7975966077065095e-07,1.6690581787770498e-06,3.6571582313627005e-05,2.9411075956886634e-05,7.105721579137025e-06
48,The spouse of Selena is,The spouse of the performer of Cien Años is,Selena,the performer of Cien Años, Chris Pérez,5.121352728565398e-07,2.2880304584305122e-07,1.3639008500376804e-07,1.3660522313330148e-07,2.889026617935997e-08,1.237535940390444e-07,1.8440079685433375e-08,1.7705600319217751e-09,4.6512618756544555e-10,2.0059971739261329e-10,4.2029343894078863e-10,6.286413736233953e-07,8.231681363213283e-07,1.2596203305292875e-05
49,Mansoor Khan received the,The director of Jo Jeeta Wohi Sikandar received the,Mansoor Khan,the director of Jo Jeeta Wohi Sikandar, Filmfare Award for Best Director,3.2952311102008025e-08,3.464272868569651e-09,5.233834476925381e-10,1.9410498208749516e-10,2.0518908794286972e-10,3.682925353576394e-10,1.6230603527844778e-09,1.0090561719522384e-09,2.979940294522976e-09,2.233794020867208e-07,4.859569457948965e-07,0.0001375281426589936,0.00023058010265231133,1.7617241610423662e-05
50,The country of citizenship of Bart Sibrel is,The country of citizenship of the director of Astronauts Gone Wild is,Bart Sibrel,the director of Astronauts Gone Wild, American,1.7272142940782942e-05,3.5582752389018424e-06,5.027737870477722e-07,4.4308731617093144e-07,1.7224739679022605e-07,1.2828800777242577e-07,2.918591057721187e-08,8.050675148751907e-08,1.7688475395516434e-07,9.590046374796657e-07,6.880633009131998e-06,0.00020972413767594844,0.00020560166740324348,0.00017843519162852317
51,The place of birth of Muhammad Ali Jinnah is,The place of birth of the spouse of Emibai Jinnah is,Muhammad Ali Jinnah,the spouse of Emibai Jinnah, Karachi,1.94709293133144e-09,4.4837076274006904e-08,5.3672128963455634e-09,6.371355887324626e-09,7.687541159207001e-10,2.963547462986327e-10,8.636732301559036e-11,1.8007222102323084e-10,4.349313409424127e-10,1.3565967549311608e-07,3.078534049905102e-08,6.1625369198736735e-06,1.261148281628266e-05,0.00012782502744812518
52,The place of birth of Jelena Zrinska is,The place of birth of the spouse of Francis I Rákóczi is,Jelena Zrinska,the spouse of Francis I Rákóczi, Ozalj,3.1763323704581126e-07,3.4309030638723925e-07,2.602215829483612e-07,2.4522100261492596e-07,1.4016167781960576e-08,1.907387137123351e-08,4.480696258468697e-09,2.5212743004487947e-09,5.569875116684386e-10,7.645746258333475e-10,4.006320830640675e-10,1.5970709910106962e-06,2.496216211511637e-06,7.828451998648234e-06
53,The place of birth of W. P. Kellino is,The place of birth of the director of Pay Box Adventure is,W. P. Kellino,the director of Pay Box Adventure, London,1.4664148011434008e-06,1.529475753159204e-06,9.760115062817931e-07,1.8334478681936162e-06,1.282134292068804e-07,2.4899105710574077e-07,2.285031399651416e-07,1.147044940807973e-06,3.4930934589283424e-07,1.718851990517578e-06,6.315058271866292e-06,0.0002625270572025329,0.00040227005956694484,0.0001322754833381623
54,The employer of Chip Gubera is,The employer of the director of Academy of Doom is,Chip Gubera,the director of Academy of Doom, University of Missouri,1.9076738055900933e-07,5.824772983942239e-07,1.460595484559235e-07,2.2716960756952176e-07,7.113812472425707e-08,1.0423304956930224e-06,6.24031315510365e-07,6.913155630172696e-07,5.570674233013051e-08,1.0712422948699896e-07,7.137037982829497e-07,4.5018841774435714e-05,4.1720377339515835e-05,4.668848850997165e-05
55,The place of birth of Lacy J. Dalton is,The place of birth of the performer of Slow Down is,Lacy J. Dalton,the performer of Slow Down, Bloomsburg,1.4603149793401826e-05,1.0538706192164682e-06,7.389723464257258e-07,4.297982343359763e-07,1.7227570197064779e-06,6.950764372959384e-07,9.041075088589423e-08,2.033960910807764e-08,2.8090362036437e-08,4.6062119452017214e-08,3.8084945686023275e-07,3.807646135101095e-05,5.40570035809651e-05,2.991292240039911e-05
56,The place of birth of Salvatore Piscicelli is,The place of birth of the director of Blues metropolitano is,Salvatore Piscicelli,the director of Blues metropolitano, Pomigliano d'Arco,2.2508483255023748e-07,9.30750019279003e-08,3.6378146717197524e-08,6.300488308852437e-08,2.9621585184713695e-08,1.1844527136872784e-08,3.101052925558179e-08,3.794244918253753e-09,6.031595223277009e-10,2.461566062095244e-08,2.5105238776745864e-08,1.0991484487021808e-05,1.7548682080814615e-05,7.96793756308034e-06
57,The place of death of Ludowika Margaretha of Zweibrücken-Bitsch is,The place of death of the mother of Johanna Sibylla of Hanau-Lichtenberg is,Ludowika Margaretha of Zweibrücken-Bitsch,the mother of Johanna Sibylla of Hanau-Lichtenberg, Bouxwiller,9.70260405352974e-09,6.138992603155202e-08,1.0646838433103767e-07,1.933545235033307e-07,1.7426016185595472e-08,1.6978150441104845e-08,3.202189402529143e-09,5.211306941532712e-10,1.9277486551505518e-10,1.4443032325672789e-09,1.1956902135068503e-09,1.3860443459634553e-06,1.7614205489735468e-06,2.48607580033422e-06
58,The spouse of Edward Buzzell is,The spouse of the director of Ann Carver's Profession is,Edward Buzzell,the director of Ann Carver's Profession, Ona Munson,8.466402505291626e-06,8.038030046009226e-07,5.148220907358336e-07,6.172119810798904e-07,4.932663841827889e-07,2.636653277932055e-07,6.138080266282486e-08,6.513919714734584e-08,1.332560639610847e-08,4.219548266348738e-09,1.5907719586039093e-08,7.228657977975672e-06,3.7333388718252536e-06,1.265563605556963e-05
