explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,0.0004558854561764747,0.00012241043441463262,1.946713382494636e-05,5.214697739575058e-05,0.0009651797590777278,0.005091282073408365,0.03336573392152786,0.10849060118198395,0.14601607620716095,0.04210169240832329,0.08764715492725372,0.06180821359157562,0.04068177193403244,0.043853167444467545
Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,5.959535883448552e-06,6.604289228562266e-05,0.0001739954313961789,0.000321596278809011,0.0006263930117711425,0.0023184174206107855,0.007851877249777317,0.008106802590191364,0.04747677966952324,0.23468004167079926,0.588898777961731,0.49809789657592773,0.411927193403244,0.514491081237793
Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,2.532590769988019e-06,9.715337228044518e-07,6.084782398829702e-06,1.1946955964958761e-05,4.998732492822455e-06,3.325026045786217e-05,0.00018698701751418412,7.443513459293172e-05,0.0021223619114607573,0.03263106942176819,0.1838579773902893,0.08827042579650879,0.026844482868909836,0.05663884058594704
Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,2.36620479654448e-07,2.783570153042092e-06,2.4911573746067006e-06,3.961003585573053e-06,7.845073923817836e-06,0.00016260989650618285,0.0005137405823916197,0.0018324714619666338,0.0054091657511889935,0.005502862855792046,0.02024753950536251,0.13898906111717224,0.011504310183227062,0.0543273463845253
California is the most,The bear flag state is the most,California,The bear flag state, populous,1.789484826986154e-08,5.630884061247343e-06,1.3096641851007007e-05,7.248904148582369e-05,2.253005550301168e-05,5.3027120884507895e-05,0.005206814501434565,0.1847546249628067,0.4959799349308014,0.9886088371276855,0.9980922341346741,0.9345880150794983,0.0011133091757073998,0.3787842392921448
California is the most,The golden bear state is the most,California,The golden bear state, populous,2.40472282087012e-08,4.027392606076319e-06,1.1037032891181298e-05,3.19064492941834e-05,3.007321993209189e-06,7.138649380067363e-06,0.0006161363562569022,0.02301173470914364,0.1356150358915329,0.9579694271087646,0.9920470714569092,0.8443044424057007,0.016364527866244316,0.3787842392921448
Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,2.2016456568962894e-05,8.992672519525513e-05,0.0001099689252441749,0.00030074192909523845,0.0004989210865460336,0.0034616547636687756,0.0020911383908241987,0.004828188568353653,0.00124002480879426,0.12859420478343964,0.21475526690483093,0.356588751077652,0.3519904911518097,0.5238668918609619
Stephen Hawking worked in the field of,The man who coined the term Hawking Radiation worked in the field of,Stephen Hawking,The man who coined the term Hawking Radiation, quantum,2.9797342904203106e-07,4.3429139395811944e-07,6.350690000545001e-07,1.3284802946600394e-07,1.1245978157603531e-06,2.027045184149756e-06,0.00023652333766222,5.485219298861921e-05,0.0029300160240381956,0.0059992466121912,0.09562069922685623,0.36698076128959656,0.04826728254556656,0.18779811263084412
Lionel Messi is a champion in the game of,The Argentine forward for Barcelona is a champion in the game of,Lionel Messi,The Argentine forward for Barcelona, football,1.2651960332732415e-06,3.578530595405027e-05,0.0001693317899480462,0.00010689017653930932,0.00019529530254658312,0.0033246278762817383,0.026150323450565338,0.11126494407653809,0.13664576411247253,0.8512536883354187,0.8677667379379272,0.6925063729286194,0.4046311378479004,0.5442834496498108
Microsoft created the operating system for,Bill Gates' company created the operating system for,Microsoft,Bill Gates' company, Windows,0.0005571257206611335,0.08871213346719742,0.1873919665813446,0.09003888070583344,0.14170826971530914,0.1596968173980713,0.3364010155200958,0.12257810682058334,0.12813085317611694,0.06014728918671608,0.1797514706850052,0.08059036731719971,0.06934917718172073,0.08784747868776321
James Bond works for the,Agent 007 works for the,James Bond,Agent 007, British,7.37880418455461e-06,0.0001255116512766108,0.0002422219404252246,7.103793905116618e-05,0.00018013975932262838,0.00038216973189264536,0.00035346925142221153,0.0008259934256784618,0.00801604799926281,0.005697131622582674,0.008167619816958904,0.056054700165987015,0.0006663365056738257,0.011069848202168941
Alan Turing devised a way to break the ciphers made from the machine called the,The father of computer science devised a way to break the ciphers made from the machine called the,Alan Turing,The father of computer science, enigma,1.0934306828858098e-06,1.2006273664155742e-06,1.5921111753414152e-06,3.498966236747947e-07,6.856305390101625e-07,4.417483978613745e-06,3.927887973986799e-06,4.08374535254552e-06,1.4636356354458258e-05,6.375700536409568e-07,1.6051414419848697e-08,4.129615263082087e-05,0.00028046747320331633,0.00044431298738345504
Tim Cook was the CEO of Apple that oversaw the introduction of the Apple,Steve Jobs' successor oversaw the introduction of the Apple,Tim Cook,Steve Jobs' successor, Watch,1.809200330171734e-05,0.000541849120054394,0.004085078369826078,0.012949222698807716,0.01742100715637207,0.032139796763658524,0.11234525591135025,0.6931208372116089,0.4261695146560669,0.2308085858821869,0.6592443585395813,0.4315301477909088,0.3540010154247284,0.7835427522659302
Michael Jackson released the best-selling album of all time which is named,The King of Pop released the best-selling album of all time which is named,Michael Jackson,The King of Pop's, Thriller,5.637186006879347e-08,1.1490977058770113e-09,9.751404128621743e-09,2.5220158406114024e-08,4.231324624015542e-08,2.3401092619224073e-07,3.231854464047501e-07,6.287767746471218e-07,4.9680265874485485e-06,2.889151801355183e-05,0.00017399899661540985,0.00031770183704793453,0.00014298834139481187,0.00023876610794104636
Chicago is the where the World's Columbian Exposition took place in the year of,The Windy City is where the World's Columbian Exposition took place in the year of,Chicago,The Windy City, 1893,8.056837259573513e-07,1.4512377219944028e-06,5.300835823618399e-07,2.3870891254773596e-06,2.7844296255352674e-06,2.4867445972631685e-05,9.344928912469186e-06,8.326870738528669e-05,0.0019765219185501337,0.00038282820605672896,0.0003561905468814075,0.006284788716584444,0.02226678654551506,0.013671007007360458
Robespierre executed many of his ideological opponents during the,The architect of the reign of terror executed many of his ideological opponents during the,Robespierre,The architect of the reign of terror, French Revolution,5.040810151513142e-07,9.739857205204316e-07,4.4891132233715325e-07,2.1174460584916233e-07,6.26237905976268e-08,1.256953510164749e-07,3.033948416941712e-07,4.387013916584692e-07,2.5973682568292134e-05,0.20006076991558075,0.049495358020067215,0.04487590864300728,0.00425700843334198,0.028314366936683655
Australia has a jumping marsupial animal called a,The big country near New Zealand has a jumping marsupial animal called a,Australia,The big country near New Zealand, Kangaroo,7.674001878399395e-09,5.7791911700633136e-08,1.6621452658682756e-08,3.3324820236657615e-08,5.785141254932569e-08,6.047014977639265e-08,1.2370210811241122e-07,3.2514765280211577e-06,1.4778115655644797e-05,2.4622877390356734e-05,0.00016762020823080093,0.00030549016082659364,0.0005254307179711759,0.0004807798541150987
Arnold Schwarzenegger was born in the country of,The bodybuilding governor of California was born in the country of,Arnold Schwarzenegger,The bodybuilding governor of California, Austria,8.625471537015983e-08,3.4336477483520866e-07,9.800858151720604e-07,5.217684702074621e-06,6.1773203015036415e-06,2.8015190764563158e-05,1.0168124390474986e-05,2.596310196167906e-06,3.679110523080453e-05,0.02374030277132988,0.00014355554594658315,0.014514809474349022,0.001927309320308268,0.013798421248793602
The largest university in Ohio is called The,The largest university in the Buckeye State is called The,Ohio,The Buckeye State, Ohio State University,8.156879630405456e-06,4.7101977543206885e-05,6.606268289033324e-05,8.142063597915694e-05,5.993860395392403e-05,8.481821714667603e-05,0.0002621892490424216,0.0003023708122782409,0.10528308153152466,0.021170366555452347,0.9708157181739807,0.6284876465797424,0.13293713331222534,0.3509562611579895
"Canadians call their $1 coin a ""loonie"" because this type of bird appears on it","Canadians call their $1 coin a ""loonie"" because this type of winged animal appears on it",bird,winged animal, Common Loon,6.1470711898437e-07,6.695864271932805e-07,8.941648843574512e-07,1.2214310345370905e-06,3.0093378882156685e-06,1.409914375471999e-06,4.6086788074717333e-07,5.186196290196676e-07,3.1956162160895474e-07,8.245804394846346e-08,9.551191837431361e-09,8.884066119208e-06,4.719180708434578e-07,1.136051764660806e-06
The University of Chicago is located in Chicago neighborhood of,The university with the most Nobel Prizes is located in the Chicago neighborhood of,The University of Chicago,The university with the most Nobel Prizes, Hyde Park,1.0138299330719747e-05,3.856343028019182e-06,3.4340720844738826e-07,1.086316316900593e-07,1.9145861074321147e-07,5.307068022375461e-06,3.794461736106314e-05,0.0002701650664675981,0.0027230647392570972,0.03652133420109749,0.00641166977584362,0.021259019151329994,0.008195447735488415,0.017048943787813187
"Después de las guerras de independencia hispanoamericanas, Simón Bolívar estableció la nación de la","Después de las guerras de independencia hispanoamericanas, el libertador estableció la nación de la",Simon Bolivar,el libertador, Gran Colombia,3.942494367947802e-05,4.5188286890152085e-08,1.014889448924805e-06,3.341172850923613e-05,5.5806409363867715e-05,5.062941272626631e-05,2.64513619185891e-05,1.9166118363500573e-05,2.906350164266769e-05,6.500148447230458e-05,1.7799073248170316e-05,0.0008735546725802124,0.0002084676525555551,0.00034863833570852876
Bill Gates was born in the city of,The founder of Microsoft was born in the city of,Bill Gates,The founder of Microsoft, Seattle,6.162866338854656e-05,4.417500531417318e-05,1.761588100634981e-05,0.0002900603285524994,8.25596071081236e-05,0.0009129354148171842,0.006218692287802696,0.009434231556952,0.006826021708548069,0.0114892041310668,0.00012078375584678724,0.0020055847708135843,0.009965800680220127,0.011851899325847626
Nelson Mandela brought an end to,The first president of South Africa brought an end to,Nelson Mandela,The first president of South Africa, Apartheid,5.243430223345058e-06,1.692550455345554e-07,8.223946110774705e-07,4.5038182179268915e-06,3.24664797517471e-05,0.00013811692770104855,0.0008290521800518036,2.523036891943775e-05,4.924604127154453e-06,1.0010266748849972e-07,1.5893192539806478e-06,5.342529038898647e-05,0.0010680650593712926,0.0004999007796868682
Abraham Lincoln issued an executive order famously known as the,The 16th president of the United States issued an executive order famously known as the,Abraham Lincoln,The 16th president of the United States, Emancipation Proclamation,6.523520278278738e-05,4.183834334980929e-06,1.7461615016145515e-06,1.8520786397857592e-06,1.1199504115211312e-06,1.7258762454730459e-06,1.1011496781065944e-06,8.011750196601497e-07,9.167931693809805e-07,4.9977020353253465e-06,2.5335225029010644e-09,2.9489196094800718e-05,0.0008844553958624601,0.004880013410001993
The name of Texas' dominating political party is,The name of the Lone Star State's dominating political party is,Texas',Lone Star State's, Republican,4.6655222263325413e-07,1.1764051123464014e-05,6.712525191687746e-06,2.296229467901867e-05,1.6112620642161346e-06,1.0515859827364693e-07,2.6816147169483884e-07,7.69370308262296e-06,9.827400390349794e-06,0.00036043371073901653,0.0005334884044714272,0.0067007276229560375,0.007656445261090994,0.004999225027859211
Russia is mostly located on the continent of,The largest country in the world is mostly located on the continent of,Russia,The largest country in the world, Asia,3.4113518267986365e-06,3.960886169807054e-05,0.00018956841086037457,0.0008798284106887877,0.0007764711044728756,0.002401640173047781,0.0049809240736067295,0.035599127411842346,0.05513477697968483,0.1327148973941803,0.07258150726556778,0.06451835483312607,0.020920878276228905,0.022181639447808266
Steve Jobs' father was from the country of,The founder of Apple's father was from the country of,Steve Jobs',The founder of Apple's, Syria,1.0158168350926644e-07,4.322525910538388e-06,5.531005626835395e-06,5.2405966926016845e-06,1.5277510101441294e-06,2.3402392912430514e-07,3.291036065888875e-08,1.5612823744959314e-07,1.4876200715718824e-08,4.425079858094705e-09,6.5421472683624415e-09,9.558702913636807e-06,0.0013121628435328603,0.00014549418119713664
J.R.R. Tolkien was afraid of,"The author of ""The Lord of The Rings"" was afraid of",J.R.R. Tolkien,"The author of ""The Lord of The Rings""", spiders,1.5085623861210706e-09,1.6446344286435988e-09,3.553364535946457e-08,1.8769812015762e-07,1.3562321328208782e-06,2.50741368290619e-06,2.1953749183012405e-06,2.5199222363880835e-05,0.0004884273512288928,0.0025220634415745735,0.004225049167871475,0.0007957416237331927,0.0023473554756492376,0.0012702902313321829
Argonne National Laboratory conducted pioneering research on,The U.S.'s first national laboratory conducted pioneering research on,Argonne National Laboratory ,The U.S.'s first national laboratory, nuclear energy,1.2671333706748555e-06,9.580267942510545e-06,1.244827785740199e-06,1.7956431292986963e-06,3.5582870623329654e-06,1.7614529497222975e-06,1.1815962352557108e-05,4.5829099690308794e-05,0.0004200592520646751,0.0003025901969522238,0.0010715443640947342,0.0014039215166121721,0.003137905616313219,0.002698226599022746
"For 25 years, the Sears Tower was the world's","For 25 years, the world's tallest building in 1973 was the world's",Sears Tower,world's tallest building in 1973, tallest building,1.3205918548919726e-05,0.0005627794307656586,0.0014788808766752481,0.0006247195997275412,0.0077913058921694756,0.0019831343088299036,0.0011478662490844727,0.0026851461734622717,0.004507308825850487,0.0002772542356979102,0.01580706611275673,0.03940550982952118,0.869688093662262,0.5380632281303406
French is the official language of a Canadian province called,A romance language is the official language of a Canadian province called,French,A romance language, Quebec,7.199565388305018e-10,1.44173073479692e-08,4.378154283557478e-09,2.3854643260712294e-10,1.092817836223503e-08,5.105660605408957e-08,1.1623202453847625e-06,7.266857573995367e-05,0.0003556641167961061,0.026809291914105415,0.2990318834781647,0.3068425953388214,0.05500509962439537,0.08546159416437149
Cain murdered a person named,Adam and Eve's eldest son murdered a person named,Cain,Adam and Eve's eldest son, Abel,9.256323707518277e-09,1.1729431648177524e-08,3.052501185152323e-08,6.01080273554544e-07,2.6336122118664207e-06,3.9300983189605176e-05,1.4397117411135696e-05,1.0383332664787304e-05,8.771810826146975e-05,5.11392172484193e-05,2.9056478524580598e-05,2.783931267913431e-05,0.0025499772746115923,0.00040322905988432467
Napoleon was famously defeated at The Battle of,The Corsican-born leader of the French Republic was famously defeated at The Battle of,Napoleon,The Corsican-born leader of the French Republic, Waterloo,1.9667442074933206e-07,1.7584984846052976e-07,3.488133415885386e-06,4.549279037746601e-05,0.0003121887566521764,0.01308861281722784,0.03161834925413132,0.06539555639028549,0.02481045201420784,0.07417435944080353,0.11863075941801071,0.5210352540016174,0.08033143728971481,0.2970423996448517
Quinine forms a medication used to treat an illness called,Extract from the bark of the cinchona tree forms a medication used to treat an illness called,Quinine,Extract from the bark of the cinchona tree, malaria,1.752675782284996e-11,1.1334546634600429e-08,5.9840052912818464e-09,8.693336717158218e-09,2.0289085966851417e-08,4.204230563686906e-08,7.490516651387225e-08,1.9799921346930205e-07,4.813949544768548e-06,3.924426710000262e-05,9.019581739266869e-06,1.2079858606739435e-05,0.0012110215611755848,0.000433917623013258
Hadrian built a wall in the province of,The successor to Antoninus Pius built a wall in the province of,Hadrian,The successor to Antoninus Pius built a wall across, Britannia,2.3117216585433198e-08,2.045503464387366e-07,2.2840664826162538e-07,7.278084126483009e-07,2.212058006989537e-06,1.2088583389413543e-05,1.1854092917928938e-05,5.356563633540645e-06,5.810913535242435e-06,6.025732091075042e-07,8.952482488666647e-08,1.1014120900654234e-05,4.976095078745857e-05,6.446213956223801e-05
D-Day took place on the beaches of,The largest seaborne invasion in history took place on the beaches of,D-Day,The largest seaborne invasion in history, Normandy,3.2768645041869604e-07,1.2178279575891793e-05,1.957211679837201e-06,1.8140017346013337e-05,0.0005015927599743009,0.004038960672914982,0.043535735458135605,0.02817714773118496,0.09202958643436432,0.2049061506986618,0.606986403465271,0.05829270929098129,0.03399527817964554,0.04625219851732254
The melting point of water is zero degrees,The melting point of dihydrogen monoxide is zero degrees,water,dihydrogen monoxide, Celsius,0.0004048609989695251,0.01708230935037136,0.04318737983703613,0.5156782269477844,0.8735204935073853,0.973227858543396,0.9889068603515625,0.9928050637245178,0.9832596778869629,0.9849655628204346,0.9393995404243469,0.6121323704719543,0.4223082661628723,0.44599345326423645
The highest mountain of the world is called,The tall mountain located at China–Nepal border is called,highest mountain,The tall mountain located at China–Nepal border, Mount Everest,4.14380387780966e-08,2.8002895646750403e-07,2.778396037683706e-06,1.3634330571221653e-05,0.00023709243396297097,0.00024238094920292497,0.00016049633268266916,0.00022050415282137692,0.004412876907736063,0.05975992605090141,0.25089943408966064,0.3049037456512451,0.005189842544496059,0.12483695894479752
Kopi luwak is eaten and defecated by,The most expensive coffee in the world is eaten and defecated by,Kopi luwak,The most expensive coffee in the world, civets,0.007456721737980843,0.0002809891593642533,0.00030607503140345216,0.000487221812363714,0.000453847402241081,0.0005078453104943037,0.0001697711559245363,6.359216058626771e-05,9.06355053302832e-05,6.207079422893003e-05,5.657590372720733e-05,0.0008132533403113484,0.0004300441069062799,0.001130219199694693
Schrodinger's cat is a thought experiment about,Schrodinger's feline laboratory assistant is a thought experiment about,cat,feline laboratory assistant, quantum uncertainty,1.7642717864418955e-07,3.0757391868974082e-06,7.755724595881475e-07,9.243302088179917e-07,2.1376436052378267e-06,5.625555331789656e-06,4.8340525609091856e-06,2.5701531285449164e-06,6.764261115677073e-07,1.4052933465791284e-06,2.534779741836246e-05,0.0004237091343384236,0.0004973717732354999,0.0006725203711539507
Defibrillation can help end cardiac,A dose of electric countershock to the heart can help end cardiac,Defibrillation,A dose of electric countershock to the heart, arrest,0.004486958961933851,0.005255479831248522,0.0038129983004182577,0.018083902075886726,0.02593553066253662,0.049309734255075455,0.031165214255452156,0.05692477524280548,0.029152197763323784,0.023715462535619736,0.05056041479110718,0.17937767505645752,0.5259791016578674,0.4477355182170868
A tsunami off the coast of Japan resulted in the nuclear disaster at,A seismic sea wave following an earthquake off the coast of Japan resulted in the nuclear disaster at,tsunami,seismic sea wave following an earthquake, Fukushima Daiichi,1.7196871482383358e-08,9.438999200028775e-07,6.451463150369818e-07,4.737766175821889e-06,7.965221448102966e-05,0.00011720882321242243,0.0038180637639015913,0.0018829533364623785,0.8957884907722473,0.9966744184494019,0.9995388984680176,0.9569590091705322,0.2589372396469116,0.33510521054267883
John F Kennedy was assassinated by a person named,The 35th president of the United States was assassinated by a person named,John F Kennedy,The 35th president of the United States, Lee Harvey Oswald,2.145237374406861e-07,9.322461913541247e-09,2.3466133480809503e-09,5.369634958896086e-09,3.6287286775404937e-07,2.839091621353873e-06,8.583793714933563e-06,2.5239873139071278e-05,3.2095023925649e-05,0.0001770288945408538,0.00015458479174412787,0.00278962473385036,0.0039267465472221375,0.004911045078188181
The best-selling song of Queen is called,"The best-selling song of the band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon is called",Queen,"The band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon", Bohemian Rhapsody,2.9571681214868306e-10,6.687619347189866e-10,5.5805311760526166e-11,4.221397884029976e-11,4.593504465688625e-10,1.9835631748232885e-10,6.63998189764925e-09,3.020806715881008e-08,8.212113300487545e-08,1.1295714363868115e-09,1.804351668077686e-10,5.781789695902262e-07,2.1163656128919683e-05,1.6368036085623316e-05
William Thomson did important work in the formulation of the first and second laws of,Lord Kelvin did important work in the formulation of the first and second laws of,William Thomson,Lord Kelvin, thermodynamics,5.128296152179246e-07,2.784669561606279e-07,1.1177489795954898e-06,1.2324461749813054e-05,1.6420171959907748e-05,0.00029209908097982407,0.012187214568257332,0.047971393913030624,0.0501689650118351,0.06537074595689774,0.018723484128713608,0.04986626282334328,0.580410361289978,0.3651562035083771
The real name of the actor and rapper Will Smith is,The real name of the actor and rapper The Fresh Prince is,Will Smith,The Fresh Prince, Willard Carroll Smith II,5.365376273402944e-05,9.364012839796487e-06,1.5662216128475848e-06,5.669580218636838e-07,3.73057969227375e-06,1.5639535604350385e-06,1.6399444291437248e-07,3.4315610264457064e-07,6.22277198658594e-08,2.4789306607431172e-08,1.5893826343926776e-07,0.004393818322569132,0.0016953389858826995,0.002928802976384759
Katy Perry's top album is called,Katheryn Elizabeth Hudson's top album is called,Katy Perry,Katheryn Elizabeth Hudson, Teenage Dream,1.463984915517358e-07,2.2063195501687005e-06,4.7375128815474454e-06,8.166497309503029e-07,1.909720140247373e-06,5.052081633039052e-06,2.044436041614972e-05,6.285270046646474e-06,3.630818901001476e-05,0.00035877112532034516,0.0010239349212497473,0.0015163907082751393,0.0003208424022886902,0.0007211995543912053
Ernest Gary Gygax died in the town of,The creator of Dungeons & Dragons died in the town of,Ernest Gary Gygax,The creator of Dungeons & Dragons," Lake Geneva, Wisconsin, U.S.",1.3708147150737204e-07,4.287317551643355e-06,1.4083356290939264e-05,0.00011508490570122376,0.0002710225526243448,0.0002192397223552689,0.00045891336048953235,0.00043905124766752124,0.0007780517335049808,0.001041643787175417,0.002082367893308401,0.005202459171414375,0.00227838265709579,0.002711367793381214
Richard Garfield received a Bachelor of Science degree in the field of,The creator of Magic: The Gathering received a Bachelor of Science degree in field of,Richard Garfield,The creator of Magic: The Gathering, computer mathematics,5.3863874200033024e-05,4.1292481910204515e-05,5.9915214478678536e-06,4.654961230698973e-06,8.01842543296516e-06,3.3166222692671e-06,8.742594218347222e-06,8.549455378670245e-05,0.00018599008035380393,0.00025107376859523356,0.00018030298815574497,0.0020757075399160385,0.09150607138872147,0.014487793669104576
Emperor Vespasian introduced a tax on this bodily fluid,The fourth and last emperor who reigned in the Year of the Four Emperors introduced a tax on this bodily fluid,Emperor Vespasian,The fourth and last emperor who reigned in the Year of the Four Emperors, urin,4.35126509046313e-07,1.5358916916063947e-10,1.3251948427495108e-09,9.25853029798418e-08,6.276649401115719e-06,5.5205975513672456e-05,0.00020396044419612736,5.229208181845024e-05,6.042689710739069e-05,3.6102355807088315e-05,8.525095722689002e-07,2.44034276875027e-06,6.366921752487542e-06,3.3109072319348343e-06
"Ludwig II ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake","Der Märchenkönig ('the Fairy Tale King') ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake",Ludwig II,Der Märchenkönig ('the Fairy Tale King')," Starnberg, Bavaria, German Empire",0.0022946938406676054,7.436292798956856e-05,0.00013076562026981264,0.0003021644370164722,0.000554715923499316,0.0005236241850070655,0.0010917559266090393,0.000998626695945859,0.0008378615602850914,0.0007452849531546235,3.908099461114034e-05,0.005432556848973036,0.004190415143966675,0.0037922144401818514
Alexander the Great was tutored by the philosopher called,The man who conquered most of the known world was tutored by the philosopher called,Alexander the Great,The man who conquered the world, Aristotle,1.5907504202772316e-09,7.973586235721086e-08,8.611317525719642e-08,1.3280921393743483e-06,4.892906417808263e-06,1.85017070180038e-05,0.0013076713075861335,0.0018024495802819729,0.004068061243742704,0.03950690105557442,0.6684287786483765,0.13131926953792572,0.0651421919465065,0.07997949421405792
Steve Rogers is famous for his,The first avenger is famous for his,Steve Rogers,The first avenger, shield,0.0001322058669757098,2.93284415420203e-07,9.189946581500408e-09,9.166242875835451e-09,8.419099195577928e-09,1.0565032182441314e-09,4.524253860438421e-09,5.075832643086642e-09,2.943989407810932e-08,3.408404447569069e-09,2.739329207912533e-09,8.691128527971159e-07,0.00016775427502579987,4.5307810069061816e-05
Thomas Jennings invented a method for removing,The first African-American to hold a patent invented a method for removing,Thomas Jennings,The first African-American to hold a patent, dirt and grease from clothing,2.332511212443933e-05,0.0006305911811068654,0.00018154692952521145,4.759888179250993e-05,1.6634518033242784e-05,8.671352406963706e-05,3.8252641388680786e-05,0.00014090845070313662,0.00019985678954981267,0.00017311773262917995,0.0015195742016658187,0.0007218750542961061,0.005264782812446356,0.0031282221898436546
